ID;Part;Cond;Block;Click;Rep;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;8;Regular Edge;0;1;demo;14:47:46.173;14:47:49.190;344;122;25.811818998280614;1
2;8;Regular Edge;0;2;demo;14:47:49.190;14:47:50.202;482;116;10.594810050208546;1
3;8;Regular Edge;0;3;demo;14:47:50.202;14:47:51.352;685;112;21.005951537600005;1
4;8;Regular Edge;0;4;demo;14:47:51.352;14:47:51.883;858;108;22.45551157288562;1
5;8;Regular Edge;0;5;demo;14:47:51.883;14:47:52.433;1041;104;34.077118422777474;1
6;8;Regular Edge;0;6;demo;14:47:52.433;14:47:52.913;1184;123;11.236102527122116;1
7;8;Regular Edge;0;7;demo;14:47:52.913;14:47:53.590;1403;242;15.5;0
8;8;Regular Edge;0;8;demo;14:47:53.590;14:47:55.226;1387;416;2.0615528128088303;1
9;8;Regular Edge;0;9;demo;14:47:55.226;14:47:55.914;1396;550;36.98986347636336;1
10;8;Regular Edge;0;10;demo;14:47:55.914;14:47:56.634;1397;749;13.0862523283024;1
11;8;Regular Edge;0;11;demo;14:47:56.634;14:47:57.294;1178;889;2.5;1
12;8;Regular Edge;0;12;demo;14:47:57.294;14:47:57.775;1005;889;3.3541019662496847;1
13;8;Regular Edge;0;13;demo;14:47:57.775;14:47:58.287;836;884;3.5;1
14;8;Regular Edge;0;14;demo;14:47:58.287;14:47:58.706;656;883;9.17877987534291;1
15;8;Regular Edge;0;15;demo;14:47:58.706;14:47:59.148;491;874;13.536986370680884;0
16;8;Regular Edge;0;16;demo;14:47:59.148;14:47:59.534;329;878;13.0862523283024;1
17;8;Regular Edge;0;17;demo;14:47:59.534;14:48:0.155;115;722;36.08670115153226;1
18;8;Regular Edge;0;18;demo;14:48:0.155;14:48:0.626;121;552;35.04639781775011;1
19;8;Regular Edge;0;19;demo;14:48:0.626;14:48:1.84;119;385;29.71952220342716;1
20;8;Regular Edge;0;20;demo;14:48:1.84;14:48:1.487;124;238;12.175795661885921;1
21;8;Regular Edge;0;21;demo;14:48:1.487;14:48:3.671;752;457;43.04648650006177;1
22;8;Regular Edge;1;1;1;14:48:6.215;14:48:7.153;476;890;16.194134740701646;1
23;8;Regular Edge;1;2;1;14:48:7.153;14:48:8.84;666;891;4.031128874149275;1
24;8;Regular Edge;1;3;1;14:48:8.84;14:48:8.938;849;895;15.008331019803634;1
25;8;Regular Edge;1;4;1;14:48:8.938;14:48:9.658;1023;895;16.77050983124842;1
26;8;Regular Edge;1;5;1;14:48:9.658;14:48:11.131;743;483;18.384776310850235;1
27;8;Regular Edge;2;1;1;14:48:15.545;14:48:16.777;1386;239;3.3541019662496847;1
28;8;Regular Edge;2;2;1;14:48:16.777;14:48:17.549;1382;401;14.115594213493104;1
29;8;Regular Edge;2;3;1;14:48:17.549;14:48:18.208;1384;560;26.23451924468981;1
30;8;Regular Edge;2;4;1;14:48:18.208;14:48:18.896;1397;739;21.242645786248;1
31;8;Regular Edge;2;5;1;14:48:18.896;14:48:19.822;765;480;25;1
32;8;Regular Edge;3;1;1;14:48:22.103;14:48:23.179;337;82;34.91776052383658;0
33;8;Regular Edge;3;2;1;14:48:23.179;14:48:24.313;360;877;41.35516896350443;1
34;8;Regular Edge;3;3;1;14:48:24.313;14:48:25.424;490;104;8.73212459828649;1
35;8;Regular Edge;3;4;1;14:48:25.424;14:48:26.352;503;880;13.313526955694348;1
36;8;Regular Edge;3;5;1;14:48:26.352;14:48:27.49;753;516;16.278820596099706;1
37;8;Regular Edge;4;1;1;14:48:29.315;14:48:30.511;100;248;13.865424623862047;1
38;8;Regular Edge;4;2;1;14:48:30.511;14:48:31.516;1391;222;20.303940504246953;1
39;8;Regular Edge;4;3;1;14:48:31.516;14:48:32.317;117;406;9.17877987534291;1
40;8;Regular Edge;4;4;1;14:48:32.317;14:48:33.124;1388;386;28.00446392988089;1
41;8;Regular Edge;4;5;1;14:48:33.124;14:48:33.804;752;488;12.165525060596439;1
42;8;Regular Edge;5;1;1;14:48:36.95;14:48:37.204;350;100;32.5;1
43;8;Regular Edge;5;2;1;14:48:37.204;14:48:38.596;1169;890;11.280514172678478;1
44;8;Regular Edge;5;3;1;14:48:38.596;14:48:39.490;1165;111;15.074813431681335;1
45;8;Regular Edge;5;4;1;14:48:39.490;14:48:40.302;321;888;1.118033988749895;1
46;8;Regular Edge;5;5;1;14:48:40.302;14:48:41.196;739;502;11.180339887498949;1
