ID;Part;Cond;Block;Click;Rep;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;4;Regular Edge;0;1;demo;9:42:27.698;9:42:35.394;356;118;36.41771546926029;1
2;4;Regular Edge;0;2;demo;9:42:35.394;9:42:36.82;534;110;42.07433897282285;1
3;4;Regular Edge;0;3;demo;9:42:36.82;9:42:36.554;650;116;14.430869689661812;1
4;4;Regular Edge;0;4;demo;9:42:36.554;9:42:36.995;815;100;24.438698819699873;1
5;4;Regular Edge;0;5;demo;9:42:36.995;9:42:37.463;1004;113;4.031128874149275;1
6;4;Regular Edge;0;6;demo;9:42:37.463;9:42:37.882;1160;109;20.303940504246953;1
7;4;Regular Edge;0;7;demo;9:42:37.882;9:42:38.566;1384;228;14.430869689661812;1
8;4;Regular Edge;0;8;demo;9:42:38.566;9:42:39.2;1402;399;20.862646045025066;0
9;4;Regular Edge;0;9;demo;9:42:39.2;9:42:39.483;1392;587;4.6097722286464435;1
10;4;Regular Edge;0;10;demo;9:42:39.483;9:42:40.258;1396;747;13.901438774457844;1
11;4;Regular Edge;0;11;demo;9:42:40.258;9:42:40.934;1182;904;16.62077013859466;0
12;4;Regular Edge;0;12;demo;9:42:40.934;9:42:42.827;1053;874;46.98137929009748;0
13;4;Regular Edge;0;13;demo;9:42:42.827;9:42:43.382;868;889;32.035136959282696;1
14;4;Regular Edge;0;14;demo;9:42:43.382;9:42:43.849;698;890;34.09178786746157;1
15;4;Regular Edge;0;15;demo;9:42:43.849;9:42:44.250;533;890;41.07614879708174;1
16;4;Regular Edge;0;16;demo;9:42:44.250;9:42:44.652;368;893;48.31407662369219;1
17;4;Regular Edge;0;17;demo;9:42:44.652;9:42:45.255;113;765;7.0178344238090995;1
18;4;Regular Edge;0;18;demo;9:42:45.255;9:42:45.629;120;577;11.715374513859981;1
19;4;Regular Edge;0;19;demo;9:42:45.629;9:42:45.970;118;403;12.298373876248844;1
20;4;Regular Edge;0;20;demo;9:42:45.970;9:42:46.321;116;249;7.826237921249264;1
21;4;Regular Edge;0;21;demo;9:42:46.321;9:42:46.981;767;527;31.906112267087632;1
22;4;Regular Edge;1;1;1;9:42:49.203;9:42:50.99;1406;756;18.607794065928395;0
23;4;Regular Edge;1;2;1;9:42:50.99;9:42:51.589;124;746;16.62077013859466;1
24;4;Regular Edge;1;3;1;9:42:51.589;9:42:52.815;1352;583;35.62653505464712;0
25;4;Regular Edge;1;4;1;9:42:52.815;9:42:53.937;118;564;22.677080940897135;1
26;4;Regular Edge;1;5;1;9:42:53.937;9:42:54.943;763;487;18.384776310850235;1
27;4;Regular Edge;2;1;1;9:42:57.144;9:42:58.87;124;230;16.62077013859466;1
28;4;Regular Edge;2;2;1;9:42:58.87;9:42:59.245;1367;780;30.07074990750979;0
29;4;Regular Edge;2;3;1;9:42:59.245;9:43:0.430;115;758;2.5;1
30;4;Regular Edge;2;4;1;9:43:0.430;9:43:1.464;1397;254;15.305227865013967;1
31;4;Regular Edge;2;5;1;9:43:1.464;9:43:2.161;743;476;25;1
32;4;Regular Edge;3;1;1;9:43:4.213;9:43:5.80;499;115;7.433034373659253;1
33;4;Regular Edge;3;2;1;9:43:5.80;9:43:5.791;706;116;42.14558102577303;1
34;4;Regular Edge;3;3;1;9:43:5.791;9:43:6.238;870;112;34.00367627183861;1
35;4;Regular Edge;3;4;1;9:43:6.238;9:43:6.718;1024;122;18.607794065928395;1
36;4;Regular Edge;3;5;1;9:43:6.718;9:43:7.624;750;494;6;1
37;4;Regular Edge;4;1;1;9:43:9.728;9:43:10.602;121;242;8.5;1
38;4;Regular Edge;4;2;1;9:43:10.602;9:43:11.89;117;397;17.585505395068974;1
39;4;Regular Edge;4;3;1;9:43:11.89;9:43:11.552;129;575;19.83053201505194;0
40;4;Regular Edge;4;4;1;9:43:11.552;9:43:12.60;115;749;9.340770846134703;1
41;4;Regular Edge;4;5;1;9:43:12.60;9:43:13.7;767;494;18.027756377319946;1
42;4;Regular Edge;5;1;1;9:43:15.267;9:43:16.132;354;94;38.70723446592381;0
43;4;Regular Edge;5;2;1;9:43:16.132;9:43:17.216;335;901;20.180436070610565;0
44;4;Regular Edge;5;3;1;9:43:17.216;9:43:18.305;540;128;50.440559076996756;0
45;4;Regular Edge;5;4;1;9:43:18.305;9:43:19.115;537;890;45.069390943299865;1
46;4;Regular Edge;5;5;1;9:43:19.115;9:43:19.912;757;502;7.280109889280518;1
47;4;Regular Edge;6;1;1;9:43:21.973;9:43:22.846;1177;875;12.854960132182441;1
48;4;Regular Edge;6;2;1;9:43:22.846;9:43:23.704;1190;107;11.412712210513327;1
49;4;Regular Edge;6;3;1;9:43:23.704;9:43:24.557;1024;880;17.67059704707229;1
50;4;Regular Edge;6;4;1;9:43:24.557;9:43:25.319;1025;100;21.10094784600919;1
51;4;Regular Edge;6;5;1;9:43:25.319;9:43:25.920;732;514;22.80350850198276;1
52;4;Regular Edge;7;1;1;9:43:27.965;9:43:28.839;132;262;27.932955446926844;0
53;4;Regular Edge;7;2;1;9:43:28.839;9:43:30.152;1383;255;13.756816492197604;1
54;4;Regular Edge;7;3;1;9:43:30.152;9:43:31.136;109;394;20.303940504246953;1
55;4;Regular Edge;7;4;1;9:43:31.136;9:43:32.69;1374;431;21.70829334609241;0
56;4;Regular Edge;7;5;1;9:43:32.69;9:43:33.52;748;506;6.324555320336759;1
57;4;Regular Edge;8;1;1;9:43:35.220;9:43:36.99;501;894;11.10180165558726;1
58;4;Regular Edge;8;2;1;9:43:36.99;9:43:36.775;690;883;26.386549603917523;1
59;4;Regular Edge;8;3;1;9:43:36.775;9:43:37.435;848;895;14.150971698084906;1
60;4;Regular Edge;8;4;1;9:43:37.435;9:43:38.2;1025;891;17.356554957709783;1
61;4;Regular Edge;8;5;1;9:43:38.2;9:43:38.753;733;515;22.67156809750927;1
62;4;Regular Edge;9;1;1;9:43:40.896;9:43:41.852;376;122;56.8000880281008;1
63;4;Regular Edge;9;2;1;9:43:41.852;9:43:42.894;1152;888;28.00446392988089;1
64;4;Regular Edge;9;3;1;9:43:42.894;9:43:43.752;1190;104;13.124404748406688;1
65;4;Regular Edge;9;4;1;9:43:43.752;9:43:44.764;355;883;35.28809997718778;1
66;4;Regular Edge;9;5;1;9:43:44.764;9:43:45.587;772;495;22.561028345356956;1
67;4;Regular Edge;10;1;1;9:43:47.631;9:43:48.573;1389;261;19.059118552545918;1
68;4;Regular Edge;10;2;1;9:43:48.573;9:43:49.156;1403;409;16.28649747490233;0
69;4;Regular Edge;10;3;1;9:43:49.156;9:43:49.748;1377;552;35.58440669731617;1
70;4;Regular Edge;10;4;1;9:43:49.748;9:43:50.387;1389;756;2.5;1
71;4;Regular Edge;10;5;1;9:43:50.387;9:43:51.46;749;514;14.035668847618199;1
72;4;Regular Edge;11;1;2;9:43:53.88;9:43:54.833;1379;778;21.73131381210073;1
73;4;Regular Edge;11;2;2;9:43:54.833;9:43:55.955;113;724;34.00367627183861;1
74;4;Regular Edge;11;3;2;9:43:55.955;9:43:57.264;1382;596;11.412712210513327;1
75;4;Regular Edge;11;4;2;9:43:57.264;9:43:58.318;107;572;15.041608956491324;1
76;4;Regular Edge;11;5;2;9:43:58.318;9:43:59.117;752;488;12.165525060596439;1
77;4;Regular Edge;12;1;2;9:44:1.153;9:44:2.34;111;255;13.0862523283024;1
78;4;Regular Edge;12;2;2;9:44:2.34;9:44:3.75;1378;747;14.534441853748634;1
79;4;Regular Edge;12;3;2;9:44:3.75;9:44:4.234;121;717;41.871828238088675;1
80;4;Regular Edge;12;4;2;9:44:4.234;9:44:5.239;1381;270;28.74456470360962;1
81;4;Regular Edge;12;5;2;9:44:5.239;9:44:5.876;719;514;34.0147027033899;1
82;4;Regular Edge;13;1;2;9:44:7.920;9:44:8.778;517;118;25.59785147234041;1
83;4;Regular Edge;13;2;2;9:44:8.778;9:44:9.298;695;124;33.06433123473088;1
84;4;Regular Edge;13;3;2;9:44:9.298;9:44:9.778;861;119;25.83118270617898;1
85;4;Regular Edge;13;4;2;9:44:9.778;9:44:10.270;1030;118;22.677080940897135;1
86;4;Regular Edge;13;5;2;9:44:10.270;9:44:10.897;739;502;11.180339887498949;1
87;4;Regular Edge;14;1;2;9:44:12.990;9:44:13.974;127;263;25.51960031034969;0
88;4;Regular Edge;14;2;2;9:44:13.974;9:44:14.858;120;399;16.77050983124842;1
89;4;Regular Edge;14;3;2;9:44:14.858;9:44:15.387;107;590;6.800735254367722;1
90;4;Regular Edge;14;4;2;9:44:15.387;9:44:15.971;111;754;4.272001872658765;1
91;4;Regular Edge;14;5;2;9:44:15.971;9:44:16.790;768;491;20.12461179749811;1
92;4;Regular Edge;15;1;2;9:44:18.954;9:44:19.910;337;109;17.356554957709783;1
