ID;Part;Cond;Block;Click;Rep;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;4;Regular Edge;0;1;demo;14:5:15.680;14:5:16.627;368;127;50.1422975141746;0
2;4;Regular Edge;0;2;demo;14:5:16.627;14:5:17.177;529;124;38.74596753211875;1
3;4;Regular Edge;0;3;demo;14:5:17.177;14:5:17.635;711;124;48.386465049639654;1
4;4;Regular Edge;0;4;demo;14:5:17.635;14:5:18.145;854;112;18.006943105369107;1
5;4;Regular Edge;0;5;demo;14:5:18.145;14:5:18.645;1015;113;7.0178344238090995;1
6;4;Regular Edge;0;6;demo;14:5:18.645;14:5:19.124;1162;115;18.172781845386247;1
7;4;Regular Edge;0;7;demo;14:5:19.124;14:5:19.824;1389;259;17.066048165876012;1
8;4;Regular Edge;0;8;demo;14:5:19.824;14:5:20.357;1405;444;34.73110997362451;0
9;4;Regular Edge;0;9;demo;14:5:20.357;14:5:20.887;1387;590;4.031128874149275;1
10;4;Regular Edge;0;10;demo;14:5:20.887;14:5:21.464;1388;764;6.020797289396148;1
11;4;Regular Edge;0;11;demo;14:5:21.464;14:5:22.157;1178;901;13.647344063956181;0
12;4;Regular Edge;0;12;demo;14:5:22.157;14:5:22.686;1009;903;15.532224567009067;0
13;4;Regular Edge;0;13;demo;14:5:22.686;14:5:23.216;820;890;16.194134740701646;1
14;4;Regular Edge;0;14;demo;14:5:23.216;14:5:23.716;653;902;18.200274723201296;0
15;4;Regular Edge;0;15;demo;14:5:23.716;14:5:24.225;515;890;23.13547060251855;1
16;4;Regular Edge;0;16;demo;14:5:24.225;14:5:24.817;337;888;17.00735135169495;1
17;4;Regular Edge;0;17;demo;14:5:24.817;14:5:25.456;103;749;13.0862523283024;1
18;4;Regular Edge;0;18;demo;14:5:25.456;14:5:26.25;110;569;17.18284027743958;1
19;4;Regular Edge;0;19;demo;14:5:26.25;14:5:26.538;116;415;3.640054944640259;1
20;4;Regular Edge;0;20;demo;14:5:26.538;14:5:27.34;117;230;12.816005617976296;1
21;4;Regular Edge;0;21;demo;14:5:27.34;14:5:29.372;755;510;11.180339887498949;1
22;4;Regular Edge;1;1;1;14:5:35.741;14:5:36.927;1400;728;32.5;1
23;4;Regular Edge;1;2;1;14:5:36.927;14:5:37.819;121;757;8.558621384311845;1
24;4;Regular Edge;1;3;1;14:5:37.819;14:5:38.606;1382;591;7.433034373659253;1
25;4;Regular Edge;1;4;1;14:5:38.606;14:5:39.509;120;582;8.5;1
26;4;Regular Edge;1;5;1;14:5:39.509;14:5:40.170;752;488;12.165525060596439;1
27;4;Regular Edge;2;1;1;14:5:42.420;14:5:43.425;132;230;22.89650628371062;0
28;4;Regular Edge;2;2;1;14:5:43.425;14:5:44.840;1376;727;33.06433123473088;1
29;4;Regular Edge;2;3;1;14:5:44.840;14:5:45.671;113;753;5.024937810560445;1
30;4;Regular Edge;2;4;1;14:5:45.671;14:5:46.669;1369;280;42.26405091800832;0
31;4;Regular Edge;2;5;1;14:5:46.669;14:5:47.330;756;504;7.211102550927978;1
32;4;Regular Edge;3;1;1;14:5:49.493;14:5:50.397;516;106;24.86463351831271;1
33;4;Regular Edge;3;2;1;14:5:50.397;14:5:51.94;686;107;22.677080940897135;1
34;4;Regular Edge;3;3;1;14:5:51.94;14:5:51.586;837;102;10.547511554864494;1
35;4;Regular Edge;3;4;1;14:5:51.586;14:5:52.45;974;108;34.29650127928503;1
36;4;Regular Edge;3;5;1;14:5:52.45;14:5:52.726;753;499;3.1622776601683795;1
37;4;Regular Edge;4;1;1;14:5:54.870;14:5:56.65;111;228;14.080127840328723;1
38;4;Regular Edge;4;2;1;14:5:56.65;14:5:56.889;115;426;12.257650672131263;1
39;4;Regular Edge;4;3;1;14:5:56.889;14:5:57.431;116;584;4.031128874149275;1
40;4;Regular Edge;4;4;1;14:5:57.431;14:5:57.928;110;743;15.20690632574555;1
41;4;Regular Edge;4;5;1;14:5:57.928;14:5:58.588;756;505;7.810249675906654;1
42;4;Regular Edge;5;1;1;14:6:0.830;14:6:1.916;336;111;16.070158679988197;1
43;4;Regular Edge;5;2;1;14:6:1.916;14:6:2.810;337;890;17.18284027743958;1
44;4;Regular Edge;5;3;1;14:6:2.810;14:6:3.607;501;111;9.12414379544733;1
45;4;Regular Edge;5;4;1;14:6:3.607;14:6:4.426;520;890;28.111385593741193;1
46;4;Regular Edge;5;5;1;14:6:4.426;14:6:5.86;745;514;14.866068747318506;1
47;4;Regular Edge;6;1;1;14:6:7.287;14:6:8.470;1149;891;31.196954979612993;1
48;4;Regular Edge;6;2;1;14:6:8.470;14:6:9.384;1162;115;18.172781845386247;1
49;4;Regular Edge;6;3;1;14:6:9.384;14:6:10.200;992;898;19.13765920900464;1
50;4;Regular Edge;6;4;1;14:6:10.200;14:6:10.938;1003;107;7.433034373659253;1
51;4;Regular Edge;6;5;1;14:6:10.938;14:6:11.597;750;490;10;1
52;4;Regular Edge;7;1;1;14:6:13.710;14:6:14.718;109;233;9.656603957913983;1
53;4;Regular Edge;7;2;1;14:6:14.718;14:6:15.719;1399;242;11.5;1
54;4;Regular Edge;7;3;1;14:6:15.719;14:6:16.553;111;413;1.8027756377319946;1
55;4;Regular Edge;7;4;1;14:6:16.553;14:6:17.378;1395;426;14.150971698084906;1
56;4;Regular Edge;7;5;1;14:6:17.378;14:6:17.956;744;489;12.529964086141668;1
57;4;Regular Edge;8;1;1;14:6:20.97;14:6:20.882;489;893;6.264982043070834;1
58;4;Regular Edge;8;2;1;14:6:20.882;14:6:21.825;669;901;14.396180048887969;0
59;4;Regular Edge;8;3;1;14:6:21.825;14:6:22.475;827;897;13.0862523283024;1
60;4;Regular Edge;8;4;1;14:6:22.475;14:6:23.71;1002;891;6.946221994724902;1
61;4;Regular Edge;8;5;1;14:6:23.71;14:6:23.756;739;493;13.038404810405298;1
62;4;Regular Edge;9;1;1;14:6:25.908;14:6:26.964;331;106;12.776932339180638;1
63;4;Regular Edge;9;2;1;14:6:26.964;14:6:28.168;1144;905;40.02811511925087;0
64;4;Regular Edge;9;3;1;14:6:28.168;14:6:29.253;1171;116;9.656603957913983;1
65;4;Regular Edge;9;4;1;14:6:29.253;14:6:30.87;306;903;20.886598574205422;0
66;4;Regular Edge;9;5;1;14:6:30.87;14:6:30.719;751;506;6.082762530298219;1
67;4;Regular Edge;10;1;1;14:6:32.870;14:6:33.806;1395;261;20.426698215815495;1
68;4;Regular Edge;10;2;1;14:6:33.806;14:6:34.520;1379;401;15.532224567009067;1
69;4;Regular Edge;10;3;1;14:6:34.520;14:6:35.86;1401;568;22.5;0
70;4;Regular Edge;10;4;1;14:6:35.86;14:6:35.719;1389;766;8.139410298049853;1
71;4;Regular Edge;10;5;1;14:6:35.719;14:6:36.530;747;510;10.44030650891055;1
72;4;Regular Edge;11;1;2;14:6:38.713;14:6:40.46;1393;751;8.902246907382429;1
73;4;Regular Edge;11;2;2;14:6:40.46;14:6:41.151;107;764;8.139410298049853;1
74;4;Regular Edge;11;3;2;14:6:41.151;14:6:42.174;1392;596;10.965856099730654;1
75;4;Regular Edge;11;4;2;14:6:42.174;14:6:43.187;102;603;19.981241202688086;1
76;4;Regular Edge;11;5;2;14:6:43.187;14:6:43.907;759;498;9.219544457292887;1
77;4;Regular Edge;12;1;2;14:6:46.71;14:6:47.325;101;222;23.070543990118654;1
78;4;Regular Edge;12;2;2;14:6:47.325;14:6:48.528;1385;714;44.070965498840614;1
79;4;Regular Edge;12;3;2;14:6:48.528;14:6:49.464;99;765;15.20690632574555;0
80;4;Regular Edge;12;4;2;14:6:49.464;14:6:50.758;1396;254;14.705441169852742;1
81;4;Regular Edge;12;5;2;14:6:50.758;14:6:51.406;755;509;10.295630140987;1
82;4;Regular Edge;13;1;2;14:6:53.588;14:6:54.734;466;108;26.386549603917523;1
83;4;Regular Edge;13;2;2;14:6:54.734;14:6:55.432;701;102;38.46101922726437;1
84;4;Regular Edge;13;3;2;14:6:55.432;14:6:55.944;841;113;5.024937810560445;1
85;4;Regular Edge;13;4;2;14:6:55.944;14:6:56.414;1014;100;13.865424623862047;1
86;4;Regular Edge;13;5;2;14:6:56.414;14:6:57.42;755;502;5.385164807134504;1
87;4;Regular Edge;14;1;2;14:6:59.165;14:7:0.111;102;233;13.82931668593933;1
88;4;Regular Edge;14;2;2;14:7:0.111;14:7:0.965;108;429;15.660459763365825;1
89;4;Regular Edge;14;3;2;14:7:0.965;14:7:1.436;109;611;25.243811122728676;1
90;4;Regular Edge;14;4;2;14:7:1.436;14:7:1.815;110;752;6.5;1
91;4;Regular Edge;14;5;2;14:7:1.815;14:7:2.415;749;517;17.029386365926403;1
92;4;Regular Edge;15;1;2;14:7:4.558;14:7:5.525;350;100;32.5;1
93;4;Regular Edge;15;2;2;14:7:5.525;14:7:6.316;343;896;24.520399670478458;1
94;4;Regular Edge;15;3;2;14:7:6.316;14:7:6.976;517;100;27.95084971874737;1
95;4;Regular Edge;15;4;2;14:7:6.976;14:7:7.675;517;895;26.100766272276374;1
96;4;Regular Edge;15;5;2;14:7:7.675;14:7:8.323;740;512;15.620499351813308;1
97;4;Regular Edge;16;1;2;14:7:10.407;14:7:11.454;1153;899;29.34706118165838;1
98;4;Regular Edge;16;2;2;14:7:11.454;14:7:12.367;1178;124;11.672617529928752;1
99;4;Regular Edge;16;3;2;14:7:12.367;14:7:13.65;1007;890;2.692582403567252;1
100;4;Regular Edge;16;4;2;14:7:13.65;14:7:13.767;1019;109;11.543396380615196;1
101;4;Regular Edge;16;5;2;14:7:13.767;14:7:14.406;752;501;2.23606797749979;1
102;4;Regular Edge;17;1;2;14:7:16.539;14:7:17.706;108;223;19.525624189766635;1
103;4;Regular Edge;17;2;2;14:7:17.706;14:7:18.619;1390;258;16.194134740701646;1
104;4;Regular Edge;17;3;2;14:7:18.619;14:7:19.431;91;446;38.55191305240247;0
105;4;Regular Edge;17;4;2;14:7:19.431;14:7:20.162;1379;396;19.90602923739438;1
106;4;Regular Edge;17;5;2;14:7:20.162;14:7:20.724;744;515;16.15549442140351;1
107;4;Regular Edge;18;1;2;14:7:22.974;14:7:23.716;491;894;6.576473218982953;1
108;4;Regular Edge;18;2;2;14:7:23.716;14:7:24.446;652;890;12.257650672131263;1
109;4;Regular Edge;18;3;2;14:7:24.446;14:7:24.917;852;892;16.62077013859466;1
110;4;Regular Edge;18;4;2;14:7:24.917;14:7:25.364;994;886;14.080127840328723;1
111;4;Regular Edge;18;5;2;14:7:25.364;14:7:26.28;760;485;18.027756377319946;1
112;4;Regular Edge;19;1;2;14:7:28.199;14:7:29.303;347;125;29.75315109362368;1
113;4;Regular Edge;19;2;2;14:7:29.303;14:7:30.555;1147;892;33.30540496676178;1
114;4;Regular Edge;19;3;2;14:7:30.555;14:7:31.307;1174;115;6.5;1
115;4;Regular Edge;19;4;2;14:7:31.307;14:7:32.37;343;896;24.520399670478458;1
116;4;Regular Edge;19;5;2;14:7:32.37;14:7:32.567;740;501;10.04987562112089;1
117;4;Regular Edge;20;1;2;14:7:34.657;14:7:35.494;1386;265;23.04886114323222;1
118;4;Regular Edge;20;2;2;14:7:35.494;14:7:36.154;1375;434;23.58495283014151;1
119;4;Regular Edge;20;3;2;14:7:36.154;14:7:36.694;1391;616;30.20347662107791;1
120;4;Regular Edge;20;4;2;14:7:36.694;14:7:37.224;1403;729;32.882366094914765;0
121;4;Regular Edge;20;5;2;14:7:37.224;14:7:38.136;743;486;15.652475842498529;1
122;4;Regular Edge;21;1;3;14:7:40.331;14:7:41.325;1382;703;55.274315916164895;1
123;4;Regular Edge;21;2;3;14:7:41.325;14:7:42.227;103;732;27.681221071332818;1
124;4;Regular Edge;21;3;3;14:7:42.227;14:7:43.82;1403;542;46.650294747193186;0
125;4;Regular Edge;21;4;3;14:7:43.82;14:7:44.448;102;585;10.547511554864494;1
