ID;Part;Cond;Block;Click;Rep;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;3;Virtual Edge;0;1;demo;13:54:17.985;13:54:20.380;321;110;2.692582403567252;1
2;3;Virtual Edge;0;2;demo;13:54:20.380;13:54:21.405;510;114;18.062391868188442;1
3;3;Virtual Edge;0;3;demo;13:54:21.405;13:54:22.112;675;113;11.01135777277262;1
4;3;Virtual Edge;0;4;demo;13:54:22.112;13:54:22.692;841;113;5.024937810560445;1
5;3;Virtual Edge;0;5;demo;13:54:22.692;13:54:23.231;992;113;16.00781059358212;1
6;3;Virtual Edge;0;6;demo;13:54:23.231;13:54:23.695;1164;112;16.00781059358212;1
7;3;Virtual Edge;0;7;demo;13:54:23.695;13:54:24.372;1392;243;4.6097722286464435;1
8;3;Virtual Edge;0;8;demo;13:54:24.372;13:54:24.946;1394;430;17.269916039170543;1
9;3;Virtual Edge;0;9;demo;13:54:24.946;13:54:25.532;1387;567;19.00657780874821;1
10;3;Virtual Edge;0;10;demo;13:54:25.532;13:54:25.914;1402;728;33.32041416309227;1
11;3;Virtual Edge;0;11;demo;13:54:25.914;13:54:26.524;1172;883;9.17877987534291;1
12;3;Virtual Edge;0;12;demo;13:54:26.524;13:54:26.961;1003;891;6.103277807866851;1
13;3;Virtual Edge;0;13;demo;13:54:26.961;13:54:27.353;845;888;9.013878188659973;1
14;3;Virtual Edge;0;14;demo;13:54:27.353;13:54:27.773;668;894;7.632168761236874;1
15;3;Virtual Edge;0;15;demo;13:54:27.773;13:54:28.144;529;885;37.08436328157732;1
16;3;Virtual Edge;0;16;demo;13:54:28.144;13:54:28.603;346;887;26.004807247891687;1
17;3;Virtual Edge;0;17;demo;13:54:28.603;13:54:29.112;118;765;8.902246907382429;1
18;3;Virtual Edge;0;18;demo;13:54:29.112;13:54:29.644;117;597;11.884864324004713;1
19;3;Virtual Edge;0;19;demo;13:54:29.644;13:54:30.132;119;449;35.59845502265512;1
20;3;Virtual Edge;0;20;demo;13:54:30.132;13:54:30.464;106;285;43.48850422812907;1
21;3;Virtual Edge;0;21;demo;13:54:30.464;13:54:31.598;762;503;12.36931687685298;1
22;3;Virtual Edge;1;1;1;13:54:37.269;13:54:38.263;104;266;25.46075411294803;1
23;3;Virtual Edge;1;2;1;13:54:38.263;13:54:39.136;1381;252;11.926860441876563;1
24;3;Virtual Edge;1;3;1;13:54:39.136;13:54:40.31;124;433;22.20923231451281;1
25;3;Virtual Edge;1;4;1;13:54:40.31;13:54:40.925;1384;413;3.640054944640259;1
26;3;Virtual Edge;1;5;1;13:54:40.925;13:54:41.698;768;504;18.439088914585774;1
27;3;Virtual Edge;2;1;1;13:54:44.562;13:54:45.434;337;106;18.200274723201296;1
28;3;Virtual Edge;2;2;1;13:54:45.434;13:54:46.398;1177;900;12.854960132182441;1
29;3;Virtual Edge;2;3;1;13:54:46.398;13:54:47.265;1197;111;17.066048165876012;1
30;3;Virtual Edge;2;4;1;13:54:47.265;13:54:48.98;358;892;38.265519727294965;1
31;3;Virtual Edge;2;5;1;13:54:48.98;13:54:49.161;745;515;15.811388300841896;1
32;3;Virtual Edge;3;1;1;13:54:51.705;13:54:52.638;115;261;19.1637678967368;1
33;3;Virtual Edge;3;2;1;13:54:52.638;13:54:53.472;1388;725;33.0037876614185;1
34;3;Virtual Edge;3;3;1;13:54:53.472;13:54:54.257;110;750;8.381527307120106;1
35;3;Virtual Edge;3;4;1;13:54:54.257;13:54:54.986;1397;256;16.91892431568863;1
36;3;Virtual Edge;3;5;1;13:54:54.986;13:54:55.516;760;517;19.72308292331602;1
37;3;Virtual Edge;4;1;1;13:54:57.898;13:54:58.590;534;890;42.07433897282285;1
38;3;Virtual Edge;4;2;1;13:54:58.590;13:54:59.299;683;886;19.059118552545918;1
39;3;Virtual Edge;4;3;1;13:54:59.299;13:54:59.938;853;891;17.356554957709783;1
40;3;Virtual Edge;4;4;1;13:54:59.938;13:55:0.518;1009;892;4.6097722286464435;1
41;3;Virtual Edge;4;5;1;13:55:0.518;13:55:0.909;775;522;33.301651610693426;1
42;3;Virtual Edge;5;1;1;13:55:3.122;13:55:3.814;1379;294;52.690131903421914;1
43;3;Virtual Edge;5;2;1;13:55:3.814;13:55:4.453;1376;424;15.239750654128171;1
44;3;Virtual Edge;5;3;1;13:55:4.453;13:55:4.921;1376;590;12.175795661885921;1
45;3;Virtual Edge;5;4;1;13:55:4.921;13:55:5.201;1374;724;36.58209944768069;0
46;3;Virtual Edge;5;5;1;13:55:5.201;13:55:6.17;763;508;15.264337522473747;1
47;3;Virtual Edge;6;1;1;13:55:8.660;13:55:9.553;336;103;18.607794065928395;1
48;3;Virtual Edge;6;2;1;13:55:9.553;13:55:10.380;360;885;40.078048854703496;1
49;3;Virtual Edge;6;3;1;13:55:10.380;13:55:11.100;515;108;23.43608329051593;1
50;3;Virtual Edge;6;4;1;13:55:11.100;13:55:11.717;519;897;28.622543562723422;1
51;3;Virtual Edge;6;5;1;13:55:11.717;13:55:12.284;745;505;7.0710678118654755;1
52;3;Virtual Edge;7;1;1;13:55:14.709;13:55:15.662;1169;888;11.01135777277262;1
53;3;Virtual Edge;7;2;1;13:55:15.662;13:55:16.586;1176;119;7.632168761236874;1
54;3;Virtual Edge;7;3;1;13:55:16.586;13:55:17.354;997;898;15.20690632574555;1
55;3;Virtual Edge;7;4;1;13:55:17.354;13:55:17.955;1039;111;31.03626910567699;1
56;3;Virtual Edge;7;5;1;13:55:17.955;13:55:18.467;754;518;18.439088914585774;1
57;3;Virtual Edge;8;1;1;13:55:20.658;13:55:21.604;525;104;34.077118422777474;1
58;3;Virtual Edge;8;2;1;13:55:21.604;13:55:22.264;694;118;30.5;1
59;3;Virtual Edge;8;3;1;13:55:22.264;13:55:22.864;854;126;22.5;0
60;3;Virtual Edge;8;4;1;13:55:22.864;13:55:23.553;1013;123;11.629703349613008;1
61;3;Virtual Edge;8;5;1;13:55:23.553;13:55:24.516;755;513;13.92838827718412;1
62;3;Virtual Edge;9;1;1;13:55:26.979;13:55:27.833;1398;713;46.20876540224809;1
63;3;Virtual Edge;9;2;1;13:55:27.833;13:55:28.698;108;750;9.17877987534291;1
64;3;Virtual Edge;9;3;1;13:55:28.698;13:55:29.298;1381;568;19.13765920900464;1
65;3;Virtual Edge;9;4;1;13:55:29.298;13:55:30.40;123;614;29.90401310861136;1
66;3;Virtual Edge;9;5;1;13:55:30.40;13:55:30.606;759;506;10.816653826391969;1
67;3;Virtual Edge;10;1;1;13:55:32.780;13:55:33.705;117;259;17.585505395068974;1
68;3;Virtual Edge;10;2;1;13:55:33.705;13:55:34.531;107;441;27.55449146690971;1
69;3;Virtual Edge;10;3;1;13:55:34.531;13:55:35.19;118;627;41.36725758374611;1
70;3;Virtual Edge;10;4;1;13:55:35.19;13:55:35.417;113;762;4.031128874149275;1
71;3;Virtual Edge;10;5;1;13:55:35.417;13:55:36.29;739;511;15.556349186104045;1
72;3;Virtual Edge;11;1;2;13:55:38.181;13:55:39.106;116;252;10.594810050208546;1
73;3;Virtual Edge;11;2;2;13:55:39.106;13:55:40.19;1393;257;15.976545308670458;1
74;3;Virtual Edge;11;3;2;13:55:40.19;13:55:40.680;104;426;14.705441169852742;1
75;3;Virtual Edge;11;4;2;13:55:40.680;13:55:41.496;1384;394;20.303940504246953;1
76;3;Virtual Edge;11;5;2;13:55:41.496;13:55:42.25;752;498;2.8284271247461903;1
77;3;Virtual Edge;12;1;2;13:55:44.257;13:55:45.150;347;119;27.77138815399763;1
78;3;Virtual Edge;12;2;2;13:55:45.150;13:55:46.467;1161;891;19.319679086361656;1
79;3;Virtual Edge;12;3;2;13:55:46.467;13:55:47.288;1183;107;6.264982043070834;1
80;3;Virtual Edge;12;4;2;13:55:47.288;13:55:47.998;346;902;29.769951293208393;1
81;3;Virtual Edge;12;5;2;13:55:47.998;13:55:48.439;783;505;33.37663853655727;1
82;3;Virtual Edge;13;1;2;13:55:50.631;13:55:51.576;111;268;26.043233286210835;1
83;3;Virtual Edge;13;2;2;13:55:51.576;13:55:52.431;1379;763;9.86154146165801;1
84;3;Virtual Edge;13;3;2;13:55:52.431;13:55:53.90;100;760;12.658988901172163;1
85;3;Virtual Edge;13;4;2;13:55:53.90;13:55:53.788;1398;231;15.20690632574555;1
86;3;Virtual Edge;13;5;2;13:55:53.788;13:55:54.318;758;513;15.264337522473747;1
87;3;Virtual Edge;14;1;2;13:55:56.462;13:55:57.171;523;892;31.32491021535417;1
88;3;Virtual Edge;14;2;2;13:55:57.171;13:55:57.772;695;904;35.11765937530575;1
89;3;Virtual Edge;14;3;2;13:55:57.772;13:55:58.345;858;890;22.14158982548453;1
90;3;Virtual Edge;14;4;2;13:55:58.345;13:55:58.682;987;895;22.299103120977758;1
91;3;Virtual Edge;14;5;2;13:55:58.682;13:55:59.113;749;525;25.019992006393608;1
92;3;Virtual Edge;15;1;2;13:56:1.205;13:56:1.927;1378;271;30.516389039334257;1
93;3;Virtual Edge;15;2;2;13:56:1.927;13:56:2.455;1379;413;8.558621384311845;1
94;3;Virtual Edge;15;3;2;13:56:2.455;13:56:2.837;1375;579;14.326548781894402;1
95;3;Virtual Edge;15;4;2;13:56:2.837;13:56:3.219;1377;743;18.309833423600555;1
96;3;Virtual Edge;15;5;2;13:56:3.219;13:56:3.748;792;502;42.04759208325728;1
97;3;Virtual Edge;16;1;2;13:56:5.892;13:56:6.806;354;109;34.1796723214252;1
98;3;Virtual Edge;16;2;2;13:56:6.806;13:56:7.586;353;892;33.30540496676178;1
99;3;Virtual Edge;16;3;2;13:56:7.586;13:56:8.174;507;116;15.402921800749363;1
100;3;Virtual Edge;16;4;2;13:56:8.174;13:56:8.835;517;895;26.100766272276374;1
101;3;Virtual Edge;16;5;2;13:56:8.835;13:56:9.245;759;520;21.93171219946131;1
102;3;Virtual Edge;17;1;2;13:56:11.349;13:56:12.174;1167;893;14.115594213493104;1
103;3;Virtual Edge;17;2;2;13:56:12.174;13:56:13.68;1183;107;6.264982043070834;1
104;3;Virtual Edge;17;3;2;13:56:13.68;13:56:13.680;1020;889;12.093386622447824;1
105;3;Virtual Edge;17;4;2;13:56:13.680;13:56:14.258;1020;115;12.257650672131263;1
106;3;Virtual Edge;17;5;2;13:56:14.258;13:56:14.710;752;520;20.09975124224178;1
107;3;Virtual Edge;18;1;2;13:56:16.853;13:56:17.719;519;104;28.30635970943632;1
108;3;Virtual Edge;18;2;2;13:56:17.719;13:56:18.358;722;103;58.77286788986905;1
109;3;Virtual Edge;18;3;2;13:56:18.358;13:56:19.119;994;118;158.0956988662247;0
110;3;Virtual Edge;18;4;2;13:56:19.119;13:56:19.845;975;123;34.630189141845584;1
111;3;Virtual Edge;18;5;2;13:56:19.845;13:56:20.419;755;501;5.0990195135927845;1
112;3;Virtual Edge;19;1;2;13:56:22.642;13:56:23.468;1383;716;42.24038352098617;1
113;3;Virtual Edge;19;2;2;13:56:23.468;13:56:24.314;115;756;3.2015621187164243;1
114;3;Virtual Edge;19;3;2;13:56:24.314;13:56:25.34;1386;568;18.062391868188442;1
115;3;Virtual Edge;19;4;2;13:56:25.34;13:56:25.722;119;610;24.86463351831271;1
116;3;Virtual Edge;19;5;2;13:56:25.722;13:56:26.285;770;519;27.586228448267445;1
117;3;Virtual Edge;20;1;2;13:56:28.388;13:56:29.322;116;267;25.243811122728676;1
118;3;Virtual Edge;20;2;2;13:56:29.322;13:56:29.850;114;429;15.074813431681335;1
119;3;Virtual Edge;20;3;2;13:56:29.850;13:56:30.321;118;576;11.412712210513327;1
120;3;Virtual Edge;20;4;2;13:56:30.321;13:56:30.751;115;724;34.09178786746157;1
121;3;Virtual Edge;20;5;2;13:56:30.751;13:56:31.323;766;509;18.35755975068582;1
122;3;Virtual Edge;21;1;3;13:56:33.579;13:56:34.552;107;271;29.516944286290883;1
123;3;Virtual Edge;21;2;3;13:56:34.552;13:56:35.505;1401;246;14.080127840328723;1
124;3;Virtual Edge;21;3;3;13:56:35.505;13:56:36.263;105;442;28.98706608127149;1
125;3;Virtual Edge;21;4;3;13:56:36.263;13:56:37.27;1379;423;12.379418403139947;1
126;3;Virtual Edge;21;5;3;13:56:37.27;13:56:37.557;758;498;8.246211251235321;1
127;3;Virtual Edge;22;1;3;13:56:39.943;13:56:40.871;353;124;34.9463875100131;1
128;3;Virtual Edge;22;2;3;13:56:40.871;13:56:42.161;1181;892;4.6097722286464435;1
129;3;Virtual Edge;22;3;3;13:56:42.161;13:56:42.934;1175;104;9.86154146165801;1
130;3;Virtual Edge;22;4;3;13:56:42.934;13:56:43.653;348;896;29.261749776799064;1
131;3;Virtual Edge;22;5;3;13:56:43.653;13:56:44.73;755;505;7.0710678118654755;1
132;3;Virtual Edge;23;1;3;13:56:46.49;13:56:47.2;123;267;27.115493725912497;1
133;3;Virtual Edge;23;2;3;13:56:47.2;13:56:47.936;1398;731;28.96981187374195;1
134;3;Virtual Edge;23;3;3;13:56:47.936;13:56:48.683;113;762;4.031128874149275;1
135;3;Virtual Edge;23;4;3;13:56:48.683;13:56:49.428;1392;231;11.884864324004713;1
136;3;Virtual Edge;23;5;3;13:56:49.428;13:56:49.968;747;495;5.830951894845301;1
137;3;Virtual Edge;24;1;3;13:56:52.134;13:56:52.875;528;893;36.41771546926029;1
138;3;Virtual Edge;24;2;3;13:56:52.875;13:56:53.493;693;901;31.988279103446626;1
