Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;0;0;2;1;30-04-2018 13:59:21:491;30-04-2018 13:59:20:601;333;103;16.10124219;1
3;0;0;2;2;30-04-2018 13:59:22:163;30-04-2018 13:59:21:491;515;105;24.19194081;1
3;0;0;2;3;30-04-2018 13:59:22:730;30-04-2018 13:59:22:163;669;113;5.024937811;1
3;0;0;2;4;30-04-2018 13:59:23:243;30-04-2018 13:59:22:730;852;123;19.13765921;1
3;0;0;2;5;30-04-2018 13:59:23:795;30-04-2018 13:59:23:243;1023;116;15.4029218;1
3;0;0;2;6;30-04-2018 13:59:24:291;30-04-2018 13:59:23:795;1194;116;14.43086969;1
3;0;0;2;7;30-04-2018 13:59:25:185;30-04-2018 13:59:24:291;1387;269;27.00462923;1
3;0;0;2;8;30-04-2018 13:59:25:706;30-04-2018 13:59:25:185;1389;435;21.05350327;1
3;0;0;2;9;30-04-2018 13:59:26:165;30-04-2018 13:59:25:706;1381;604;19.13765921;1
3;0;0;2;10;30-04-2018 13:59:26:658;30-04-2018 13:59:26:165;1395;779;22.29910312;1
3;0;0;2;11;30-04-2018 13:59:27:196;30-04-2018 13:59:26:658;1158;874;25.811819;0
3;0;0;2;12;30-04-2018 13:59:27:666;30-04-2018 13:59:27:196;1000;888;8.015609771;1
3;0;0;2;13;30-04-2018 13:59:28:115;30-04-2018 13:59:27:666;822;894;15.43534904;1
3;0;0;2;14;30-04-2018 13:59:28:564;30-04-2018 13:59:28:115;656;887;8.015609771;1
3;0;0;2;15;30-04-2018 13:59:29:32;30-04-2018 13:59:28:564;485;885;7.433034374;1
3;0;0;2;16;30-04-2018 13:59:29:499;30-04-2018 13:59:29:32;320;889;1.5;1
3;0;0;2;17;30-04-2018 13:59:30:76;30-04-2018 13:59:29:499;116;764;6.946221995;1
3;0;0;2;18;30-04-2018 13:59:30:506;30-04-2018 13:59:30:76;119;576;11.92686044;1
3;0;0;2;19;30-04-2018 13:59:30:949;30-04-2018 13:59:30:506;107;427;14.11559421;1
3;0;0;2;20;30-04-2018 13:59:31:377;30-04-2018 13:59:30:949;109;258;16.37833935;1
3;0;0;2;21;30-04-2018 13:59:32:34;30-04-2018 13:59:31:377;768;513;22.20360331;1
3;0;1;2;1;30-04-2018 13:59:34:443;30-04-2018 13:59:33:638;335;107;15.97654531;1
3;0;1;2;2;30-04-2018 13:59:35:476;30-04-2018 13:59:34:443;1171;896;12.3794184;1
3;0;1;2;3;30-04-2018 13:59:36:301;30-04-2018 13:59:35:476;1199;130;25.83118271;0
3;0;1;2;4;30-04-2018 13:59:37:195;30-04-2018 13:59:36:301;349;888;29.00431002;1
3;0;1;2;5;30-04-2018 13:59:37:870;30-04-2018 13:59:37:195;755;500;5;1
3;0;2;2;1;30-04-2018 13:59:40:401;30-04-2018 13:59:39:437;115;247;5.590169944;1
3;0;2;2;2;30-04-2018 13:59:41:405;30-04-2018 13:59:40:401;1398;742;19.13765921;1
3;0;2;2;3;30-04-2018 13:59:42:371;30-04-2018 13:59:41:405;102;752;12.09338662;1
