Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;1;0;1;1;30-04-2018 14:5:38:750;30-04-2018 14:5:37:909;344;116;24.51530134;1
3;1;0;1;2;30-04-2018 14:5:39:272;30-04-2018 14:5:38:750;476;119;17.88854382;1
3;1;0;1;3;30-04-2018 14:5:39:718;30-04-2018 14:5:39:272;682;100;21.09502311;1
3;1;0;1;4;30-04-2018 14:5:40:240;30-04-2018 14:5:39:718;854;115;18.43908891;1
3;1;0;1;5;30-04-2018 14:5:40:700;30-04-2018 14:5:40:240;1017;113;9.219544457;1
3;1;0;1;6;30-04-2018 14:5:41:199;30-04-2018 14:5:40:700;1173;115;8.062257748;1
3;1;0;1;7;30-04-2018 14:5:41:763;30-04-2018 14:5:41:199;1386;234;6.670832032;1
3;1;0;1;8;30-04-2018 14:5:42:180;30-04-2018 14:5:41:763;1397;440;29.09467305;1
3;1;0;1;9;30-04-2018 14:5:42:588;30-04-2018 14:5:42:180;1403;605;25.70019455;1
3;1;0;1;10;30-04-2018 14:5:42:936;30-04-2018 14:5:42:588;1396;752;9.617692031;1
3;1;0;1;11;30-04-2018 14:5:43:464;30-04-2018 14:5:42:936;1158;902;27.20294102;1
3;1;0;1;12;30-04-2018 14:5:44:238;30-04-2018 14:5:43:464;814;902;189.6760396;0
3;1;0;1;13;30-04-2018 14:5:44:950;30-04-2018 14:5:44:238;660;900;171.5721423;0
3;1;0;1;14;30-04-2018 14:5:45:392;30-04-2018 14:5:44:950;477;892;182.0988742;0
3;1;0;1;15;30-04-2018 14:5:45:811;30-04-2018 14:5:45:392;311;886;176;0
3;1;0;1;16;30-04-2018 14:5:47:595;30-04-2018 14:5:45:811;332;894;14.4222051;1
3;1;0;1;17;30-04-2018 14:5:48:313;30-04-2018 14:5:47:595;109;761;5.700877125;1
3;1;0;1;18;30-04-2018 14:5:48:820;30-04-2018 14:5:48:313;103;579;10.9772492;1
3;1;0;1;19;30-04-2018 14:5:49:311;30-04-2018 14:5:48:820;116;410;4.301162634;1
3;1;0;1;20;30-04-2018 14:5:49:732;30-04-2018 14:5:49:311;119;253;14.0890028;1
3;1;0;1;21;30-04-2018 14:5:50:474;30-04-2018 14:5:49:732;759;493;10.54751155;1
3;1;1;1;1;30-04-2018 14:5:53:22;30-04-2018 14:5:52:134;335;106;15.8113883;1
3;1;1;1;2;30-04-2018 14:5:53:844;30-04-2018 14:5:53:22;1185;888;5.385164807;1
3;1;1;1;3;30-04-2018 14:5:54:534;30-04-2018 14:5:53:844;1202;102;23.76972865;1
3;1;1;1;4;30-04-2018 14:5:55:262;30-04-2018 14:5:54:534;340;877;21.9317122;1
3;1;1;1;5;30-04-2018 14:5:55:813;30-04-2018 14:5:55:262;769;487;22.20923231;1
3;1;2;1;1;30-04-2018 14:5:58:683;30-04-2018 14:5:57:880;113;242;1.58113883;1
3;1;2;1;2;30-04-2018 14:5:59:445;30-04-2018 14:5:58:683;1403;754;15.70031847;1
3;1;2;1;3;30-04-2018 14:6:0:276;30-04-2018 14:5:59:445;98;760;14.91643389;1
3;1;2;1;4;30-04-2018 14:6:0:979;30-04-2018 14:6:0:276;1388;245;4.527692569;1
3;1;2;1;5;30-04-2018 14:6:1:638;30-04-2018 14:6:0:979;742;520;22.94013949;1
3;1;3;1;1;30-04-2018 14:6:3:980;30-04-2018 14:6:3:231;506;91;24.41311123;1
3;1;3;1;2;30-04-2018 14:6:4:682;30-04-2018 14:6:3:980;659;85;26.47640459;1
3;1;3;1;3;30-04-2018 14:6:5:259;30-04-2018 14:6:4:682;836;103;8;1
3;1;3;1;4;30-04-2018 14:6:5:831;30-04-2018 14:6:5:259;980;97;31.30495168;1
3;1;3;1;5;30-04-2018 14:6:6:558;30-04-2018 14:6:5:831;748;507;8.732124598;1
3;1;4;1;1;30-04-2018 14:6:9:5;30-04-2018 14:6:8:221;502;898;15.62049935;1
3;1;4;1;2;30-04-2018 14:6:9:524;30-04-2018 14:6:9:5;680;915;33.12099032;1
3;1;4;1;3;30-04-2018 14:6:10:45;30-04-2018 14:6:9:524;831;914;28.44292531;1
3;1;4;1;4;30-04-2018 14:6:10:544;30-04-2018 14:6:10:45;1009;915;29.01723626;1
3;1;4;1;5;30-04-2018 14:6:11:133;30-04-2018 14:6:10:544;727;511;26.17728023;1
3;1;5;1;1;30-04-2018 14:6:13:602;30-04-2018 14:6:12:697;86;237;26.73013281;1
3;1;5;1;2;30-04-2018 14:6:14:86;30-04-2018 14:6:13:602;93;405;20.89258242;1
3;1;5;1;3;30-04-2018 14:6:14:490;30-04-2018 14:6:14:86;101;563;24.38237068;1
3;1;5;1;4;30-04-2018 14:6:14:833;30-04-2018 14:6:14:490;109;715;41.64732885;1
3;1;5;1;5;30-04-2018 14:6:15:462;30-04-2018 14:6:14:833;763;515;21.00595154;1
3;1;6;1;1;30-04-2018 14:6:17:918;30-04-2018 14:6:17:14;1412;226;28.46928169;1
3;1;6;1;2;30-04-2018 14:6:18:350;30-04-2018 14:6:17:918;1411;405;24.66779277;1
3;1;6;1;3;30-04-2018 14:6:19:490;30-04-2018 14:6:18:350;1399;611;28.88771365;1
3;1;6;1;4;30-04-2018 14:6:20:11;30-04-2018 14:6:19:490;1411;751;24.13503677;1
3;1;6;1;5;30-04-2018 14:6:20:707;30-04-2018 14:6:20:11;740;504;11.41271221;1
3;1;7;1;1;30-04-2018 14:6:23:339;30-04-2018 14:6:22:381;330;84;28.7923601;1
3;1;7;1;2;30-04-2018 14:6:24:228;30-04-2018 14:6:23:339;342;909;31.82766093;1
3;1;7;1;3;30-04-2018 14:6:24:933;30-04-2018 14:6:24:228;485;84;27.89265136;1
3;1;7;1;4;30-04-2018 14:6:25:653;30-04-2018 14:6:24:933;502;906;22.36067977;1
3;1;7;1;5;30-04-2018 14:6:26:261;30-04-2018 14:6:25:653;742;509;13.20037878;1
3;1;8;1;1;30-04-2018 14:6:28:872;30-04-2018 14:6:27:812;1181;909;23.02172887;1
3;1;8;1;2;30-04-2018 14:6:29:856;30-04-2018 14:6:28:872;1172;90;22.47220505;1
3;1;8;1;3;30-04-2018 14:6:30:554;30-04-2018 14:6:29:856;988;915;35.22782991;1
