Part;Cond;Block;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;1;0;1;13:32:38:740;13:32:37:896;331;101;15.913830462839549;1
1;1;0;2;13:32:39:97;13:32:38:740;495;97;15.787653403846944;1
1;1;0;3;13:32:39:407;13:32:39:97;654;85;29.261749776799064;1
1;1;0;4;13:32:39:718;13:32:39:407;810;92;33.10966626228661;1
1;1;0;5;13:32:40:23;13:32:39:718;978;94;35.245567097154215;1
1;1;0;6;13:32:40:319;13:32:40:23;1181;88;24.520399670478458;1
1;1;0;7;13:32:41:743;13:32:40:319;1419;271;42.81646879414509;1
1;1;0;8;13:32:42:45;13:32:41:743;1422;445;46.38156961552724;1
1;1;0;9;13:32:42:344;13:32:42:45;1418;625;49.51009997970111;1
1;1;0;10;13:32:42:665;13:32:42:344;1408;777;27.95084971874737;1
1;1;0;11;13:32:43:63;13:32:42:665;1172;920;33.47013594235912;1
1;1;0;12;13:32:43:400;13:32:43:63;940;911;71.9461604256961;1
1;1;0;13;13:32:43:703;13:32:43:400;776;907;63.08922253443927;1
1;1;0;14;13:32:44:12;13:32:43:703;614;913;56.127087934436794;1
1;1;0;15;13:32:44:324;13:32:44:12;450;913;49.1350180624776;1
1;1;0;16;13:32:44:950;13:32:44:324;284;910;42.45291509425472;1
1;1;0;17;13:32:45:325;13:32:44:950;91;743;26.21545345783666;1
1;1;0;18;13:32:45:656;13:32:45:325;99;563;26.669270706189174;1
1;1;0;19;13:32:46:13;13:32:45:656;93;392;29.3981291921782;1
1;1;0;20;13:32:46:250;13:32:46:13;99;225;21.70829334609241;1
1;1;0;21;13:32:46:936;13:32:46:250;749;495;5.0990195135927845;1
1;1;1;1;13:32:49:624;13:32:48:660;332;98;18.82153022471871;1
1;1;1;2;13:32:50:658;13:32:49:624;1173;885;7.433034373659253;1
1;1;1;3;13:32:51:290;13:32:50:658;1184;88;24.82438317461282;1
1;1;1;4;13:32:51:851;13:32:51:290;315;887;5.024937810560445;1
1;1;1;5;13:32:52:347;13:32:51:851;756;523;23.769728648009426;1
1;1;2;1;13:32:54:592;13:32:53:866;105;254;14.150971698084906;1
1;1;2;2;13:32:55:281;13:32:54:592;1401;799;43.165379646193315;1
1;1;2;3;13:32:55:863;13:32:55:281;81;766;32.5;1
1;1;2;4;13:32:58:87;13:32:55:863;1398;260;20.838665984174707;1
1;1;2;5;13:32:58:697;13:32:58:87;768;505;18.681541692269406;1
1;1;3;1;13:33:0:892;13:33:0:140;502;122;13.793114224133722;1
1;1;3;2;13:33:1:644;13:33:0:892;683;111;19.059118552545918;1
1;1;3;3;13:33:1:944;13:33:1:644;882;97;48.541219597369;1
1;1;3;4;13:33:2:243;13:33:1:944;1014;115;6.5;1
1;1;3;5;13:33:2:892;13:33:2:243;781;493;31.78049716414141;1
1;1;4;1;13:33:4:737;13:33:4:338;505;895;15.008331019803634;1
1;1;4;2;13:33:4:986;13:33:4:737;677;895;15.008331019803634;1
1;1;4;3;13:33:5:275;13:33:4:986;833;885;3.905124837953327;1
1;1;4;4;13:33:5:527;13:33:5:275;978;880;30.923292192132454;1
1;1;4;5;13:33:6:749;13:33:5:527;739;523;25.495097567963924;1
1;1;5;1;13:33:9:34;13:33:8:180;117;269;27.37243138634199;1
1;1;5;2;13:33:10:22;13:33:9:34;102;457;44.263416045307665;1
1;1;5;3;13:33:10:329;13:33:10:22;120;595;11.715374513859981;1
1;1;5;4;13:33:10:648;13:33:10:329;108;756;4.924428900898052;1
1;1;5;5;13:33:11:109;13:33:10:648;742;498;8.246211251235321;1
1;1;6;1;13:33:13:95;13:33:12:570;1402;271;32.42298567374695;1
1;1;6;2;13:33:13:427;13:33:13:95;1403;433;24.520399670478458;1
1;1;6;3;13:33:13:761;13:33:13:427;1404;597;19.83053201505194;1
1;1;6;4;13:33:14:74;13:33:13:761;1406;750;20.155644370746373;1
1;1;6;5;13:33:14:633;13:33:14:74;724;486;29.5296461204668;1
1;1;7;1;13:33:16:880;13:33:16:56;345;96;29.95413160150032;1
1;1;7;2;13:33:17:460;13:33:16:880;340;913;32.407560846197605;1
1;1;7;3;13:33:18:140;13:33:17:460;540;118;48.31407662369219;1
1;1;7;4;13:33:18:693;13:33:18:140;517;872;29.415132160165456;0
1;1;7;5;13:33:19:160;13:33:18:693;753;494;6.708203932499369;1
1;1;8;1;13:33:21:510;13:33:20:635;1191;882;12.298373876248844;1
1;1;8;2;13:33:22:80;13:33:21:510;1181;128;15.532224567009067;0
1;1;8;3;13:33:22:931;13:33:22:80;1020;898;15.945218719101975;1
1;1;8;4;13:33:24:328;13:33:22:931;1028;89;30.858548248418945;1
1;1;8;5;13:33:25:148;13:33:24:328;754;529;29.274562336608895;1
1;1;9;1;13:33:27:405;13:33:26:652;118;278;36.41771546926029;1
1;1;9;2;13:33:28:87;13:33:27:405;1402;261;23.90083680543424;1
1;1;9;3;13:33:28:697;13:33:28:87;104;443;30.220026472523152;1
1;1;9;4;13:33:29:337;13:33:28:697;1412;417;24.682990094394967;1
1;1;9;5;13:33:30:100;13:33:29:337;750;503;3;1
1;1;10;1;13:33:31:974;13:33:31:566;1421;780;40.078048854703496;1
1;1;10;2;13:33:32:503;13:33:31:974;95;740;25.104780421266383;1
1;1;10;3;13:33:33:59;13:33:32:503;1422;576;35.92005011132362;1
1;1;10;4;13:33:33:575;13:33:33:59;84;595;29.88728826775691;1
