Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
2;0;1;2;5;30-04-2018 13:48:51:104;30-04-2018 13:48:50:585;765;501;15.03329638;1
2;0;2;2;1;30-04-2018 13:48:53:325;30-04-2018 13:48:52:625;123;287;46.2087654;1
2;0;2;2;2;30-04-2018 13:48:54:96;30-04-2018 13:48:53:325;1393;778;20.74246851;1
2;0;2;2;3;30-04-2018 13:48:54:734;30-04-2018 13:48:54:96;107;800;42.35858827;1
2;0;2;2;4;30-04-2018 13:48:55:435;30-04-2018 13:48:54:734;1386;245;3.354101966;1
2;0;2;2;5;30-04-2018 13:48:55:954;30-04-2018 13:48:55:435;734;529;33.12099032;1
2;0;3;2;1;30-04-2018 13:48:57:988;30-04-2018 13:48:57:370;496;126;14.08012784;0
2;0;3;2;2;30-04-2018 13:48:58:400;30-04-2018 13:48:57:988;707;123;44.26341605;1
2;0;3;2;3;30-04-2018 13:48:58:777;30-04-2018 13:48:58:400;885;123;50.11237372;1
2;0;3;2;4;30-04-2018 13:48:59:138;30-04-2018 13:48:58:777;1044;118;36.41771547;1
2;0;3;2;5;30-04-2018 13:48:59:670;30-04-2018 13:48:59:138;770;496;20.39607805;1
2;0;4;2;1;30-04-2018 13:49:1:612;30-04-2018 13:49:1:70;482;886;10.11187421;1
2;0;4;2;2;30-04-2018 13:49:2:43;30-04-2018 13:49:1:612;693;888;29.00431002;1
2;0;4;2;3;30-04-2018 13:49:2:342;30-04-2018 13:49:2:43;853;913;30.64718584;0
2;0;4;2;4;30-04-2018 13:49:2:785;30-04-2018 13:49:2:342;1027;894;20.08108563;1
2;0;4;2;5;30-04-2018 13:49:3:264;30-04-2018 13:49:2:785;758;499;8.062257748;1
2;0;5;2;1;30-04-2018 13:49:5:579;30-04-2018 13:49:4:624;112;267;25.0049995;1
2;0;5;2;2;30-04-2018 13:49:5:970;30-04-2018 13:49:5:579;119;448;34.61574786;1
2;0;5;2;3;30-04-2018 13:49:6:328;30-04-2018 13:49:5:970;111;606;20.05617112;1
2;0;5;2;4;30-04-2018 13:49:6:681;30-04-2018 13:49:6:328;116;754;5.315072906;1
2;0;5;2;5;30-04-2018 13:49:7:166;30-04-2018 13:49:6:681;763;515;19.84943324;1
2;0;6;2;1;30-04-2018 13:49:9:15;30-04-2018 13:49:8:523;1382;300;58.26019224;1
2;0;6;2;2;30-04-2018 13:49:9:412;30-04-2018 13:49:9:15;1381;458;44.47752241;1
2;0;6;2;3;30-04-2018 13:49:9:874;30-04-2018 13:49:9:412;1396;629;43.83206589;1
2;0;6;2;4;30-04-2018 13:49:10:244;30-04-2018 13:49:9:874;1388;763;5.024937811;1
2;0;6;2;5;30-04-2018 13:49:10:763;30-04-2018 13:49:10:244;771;505;21.58703314;1
2;0;7;2;1;30-04-2018 13:49:13:28;30-04-2018 13:49:12:296;369;120;49.57065664;1
2;0;7;2;2;30-04-2018 13:49:13:775;30-04-2018 13:49:13:28;366;870;49.21635907;0
2;0;7;2;3;30-04-2018 13:49:14:305;30-04-2018 13:49:13:775;468;122;25.811819;1
2;0;7;2;4;30-04-2018 13:49:14:939;30-04-2018 13:49:14:305;511;893;19.78004044;1
2;0;7;2;5;30-04-2018 13:49:15:478;30-04-2018 13:49:14:939;759;490;13.45362405;1
2;0;8;2;1;30-04-2018 13:49:17:821;30-04-2018 13:49:16:869;1184;892;6.020797289;1
2;0;8;2;2;30-04-2018 13:49:18:409;30-04-2018 13:49:17:821;1193;123;16.71077497;1
2;0;8;2;3;30-04-2018 13:49:19:128;30-04-2018 13:49:18:409;1035;894;27.77138815;1
2;0;8;2;4;30-04-2018 13:49:19:787;30-04-2018 13:49:19:128;1012;117;6.020797289;1
2;0;8;2;5;30-04-2018 13:49:20:311;30-04-2018 13:49:19:787;760;510;14.14213562;1
2;0;9;2;1;30-04-2018 13:49:22:185;30-04-2018 13:49:21:695;120;285;43.64916952;1
2;0;9;2;2;30-04-2018 13:49:22:856;30-04-2018 13:49:22:185;1396;294;52.6901319;1
2;0;9;2;3;30-04-2018 13:49:23:494;30-04-2018 13:49:22:856;129;445;35.11765938;0
2;0;9;2;4;30-04-2018 13:49:24:122;30-04-2018 13:49:23:494;1408;438;31.5634282;0
2;0;9;2;5;30-04-2018 13:49:24:722;30-04-2018 13:49:24:122;758;528;29.12043956;1
2;0;10;2;1;30-04-2018 13:49:27:373;30-04-2018 13:49:26:159;1382;789;31.48412298;1
2;0;10;2;2;30-04-2018 13:49:28:15;30-04-2018 13:49:27:373;102;812;55.01136246;1
2;0;10;2;3;30-04-2018 13:49:28:795;30-04-2018 13:49:28:15;1385;630;44.0709655;1
2;0;10;2;4;30-04-2018 13:49:29:457;30-04-2018 13:49:28:795;128;626;42.89813516;0
