Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;1;0;5;1;30-04-2018 14:10:38:270;30-04-2018 14:10:37:474;348;80;32.00390601;1
3;1;0;5;2;30-04-2018 14:10:38:627;30-04-2018 14:10:38:270;492;83;12.5;1
3;1;0;5;3;30-04-2018 14:10:38:999;30-04-2018 14:10:38:627;668;75;20.88659857;1
3;1;0;5;4;30-04-2018 14:10:39:428;30-04-2018 14:10:38:999;830;86;11.23610253;1
3;1;0;5;5;30-04-2018 14:10:39:831;30-04-2018 14:10:39:428;1007;99;3.640054945;1
3;1;0;5;6;30-04-2018 14:10:40:360;30-04-2018 14:10:39:831;1188;78;19.2418814;1
3;1;0;5;7;30-04-2018 14:10:40:812;30-04-2018 14:10:40:360;1394;231;8.845903006;1
3;1;0;5;8;30-04-2018 14:10:41:211;30-04-2018 14:10:40:812;1400;411;18.76832438;1
3;1;0;5;9;30-04-2018 14:10:41:593;30-04-2018 14:10:41:211;1401;574;14.39618005;1
3;1;0;5;10;30-04-2018 14:10:41:902;30-04-2018 14:10:41:593;1394;705;36.58209945;1
3;1;0;5;11;30-04-2018 14:10:42:399;30-04-2018 14:10:41:902;1161;898;33.42528983;1
3;1;0;5;12;30-04-2018 14:10:42:802;30-04-2018 14:10:42:399;963;887;47.92963593;1
3;1;0;5;13;30-04-2018 14:10:43:143;30-04-2018 14:10:42:802;792;892;48.97193074;1
3;1;0;5;14;30-04-2018 14:10:43:565;30-04-2018 14:10:43:143;621;889;46.81078935;1
3;1;0;5;15;30-04-2018 14:10:43:910;30-04-2018 14:10:43:565;474;893;28.81405907;1
3;1;0;5;16;30-04-2018 14:10:44:301;30-04-2018 14:10:43:910;319;894;23.52126697;1
3;1;0;5;17;30-04-2018 14:10:44:852;30-04-2018 14:10:44:301;75;728;39.68941924;1
3;1;0;5;18;30-04-2018 14:10:45:218;30-04-2018 14:10:44:852;89;549;30.85854825;1
3;1;0;5;19;30-04-2018 14:10:45:556;30-04-2018 14:10:45:218;92;380;26.63174797;1
3;1;0;5;20;30-04-2018 14:10:45:905;30-04-2018 14:10:45:556;90;231;23.28626204;1
3;1;0;5;21;30-04-2018 14:10:46:624;30-04-2018 14:10:45:905;721;473;30.6757233;1
3;1;1;5;1;30-04-2018 14:10:49:660;30-04-2018 14:10:49:18;323;75;20.71834936;1
3;1;1;5;2;30-04-2018 14:10:50:421;30-04-2018 14:10:49:660;1165;895;28.72716484;1
3;1;1;5;3;30-04-2018 14:10:51:22;30-04-2018 14:10:50:421;1169;52;44.86925451;1
3;1;1;5;4;30-04-2018 14:10:51:792;30-04-2018 14:10:51:22;323;880;9.962429423;1
3;1;1;5;5;30-04-2018 14:10:52:381;30-04-2018 14:10:51:792;761;497;17.80449381;1
3;1;2;5;1;30-04-2018 14:10:55:688;30-04-2018 14:10:54:913;106;227;6.800735254;1
3;1;2;5;2;30-04-2018 14:10:56:509;30-04-2018 14:10:55:688;1406;736;19.1637679;1
3;1;2;5;3;30-04-2018 14:10:57:191;30-04-2018 14:10:56:509;102;732;13.82931669;1
3;1;2;5;4;30-04-2018 14:10:57:939;30-04-2018 14:10:57:191;1407;220;20.13082214;1
3;1;2;5;5;30-04-2018 14:10:59:61;30-04-2018 14:10:57:939;720;495;30.41381265;1
3;1;3;5;1;30-04-2018 14:11:1:546;30-04-2018 14:11:0:660;512;60;22.82542442;1
3;1;3;5;2;30-04-2018 14:11:2:83;30-04-2018 14:11:1:546;666;68;3.605551275;1
3;1;3;5;3;30-04-2018 14:11:2:615;30-04-2018 14:11:2:83;830;61;11.66190379;1
3;1;3;5;4;30-04-2018 14:11:3:228;30-04-2018 14:11:2:615;989;79;20.61552813;1
3;1;3;5;5;30-04-2018 14:11:3:885;30-04-2018 14:11:3:228;753;457;3.354101966;1
3;1;4;5;1;30-04-2018 14:11:8:77;30-04-2018 14:11:7:398;512;841;20.22374842;1
3;1;4;5;2;30-04-2018 14:11:8:720;30-04-2018 14:11:8:77;657;791;53.46026562;0
3;1;4;5;3;30-04-2018 14:11:9:230;30-04-2018 14:11:8:720;825;855;15.55634919;1
3;1;4;5;4;30-04-2018 14:11:9:778;30-04-2018 14:11:9:230;1011;860;16.2788206;1
3;1;4;5;5;30-04-2018 14:11:10:537;30-04-2018 14:11:9:778;741;456;9.013878189;1
3;1;5;5;1;30-04-2018 14:11:13:127;30-04-2018 14:11:12:35;106;181;18.6681547;1
3;1;5;5;2;30-04-2018 14:11:13:924;30-04-2018 14:11:13:127;104;350;22.19234102;1
3;1;5;5;3;30-04-2018 14:11:14:526;30-04-2018 14:11:13:924;107;549;8.514693183;1
3;1;5;5;4;30-04-2018 14:11:15:158;30-04-2018 14:11:14:526;103;724;13.43502884;1
3;1;5;5;5;30-04-2018 14:11:15:933;30-04-2018 14:11:15:158;746;475;18.92749323;1
3;1;6;5;1;30-04-2018 14:11:18:119;30-04-2018 14:11:17:388;1405;180;25.46566316;1
3;1;6;5;2;30-04-2018 14:11:18:759;30-04-2018 14:11:18:119;1385;383;12.74754878;1
3;1;6;5;3;30-04-2018 14:11:19:302;30-04-2018 14:11:18:759;1390;523;19.65960325;1
3;1;6;5;4;30-04-2018 14:11:19:941;30-04-2018 14:11:19:302;1403;692;27.32215218;1
3;1;6;5;5;30-04-2018 14:11:20:660;30-04-2018 14:11:19:941;747;480;23.69071548;1
3;1;7;5;1;30-04-2018 14:11:23:67;30-04-2018 14:11:22:92;308;61;14.4222051;1
