Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
2;1;0;3;1;13:42:41:940;13:42:41:98;349;100;31.57926535;1
2;1;0;3;2;13:42:42:468;13:42:41:940;532;108;40.25232913;1
2;1;0;3;3;13:42:42:912;13:42:42:468;683;112;19.00657781;1
2;1;0;3;4;13:42:43:353;13:42:42:912;855;113;19.00657781;1
2;1;0;3;5;13:42:43:904;13:42:43:353;1003;116;6.103277808;1
2;1;0;3;6;13:42:44:986;13:42:43:904;1184;121;9.394147114;1
2;1;0;3;7;13:42:45:879;13:42:44:986;1405;299;59.62591718;1
2;1;0;3;8;13:42:46:425;13:42:45:879;1384;475;61.10032733;1
2;1;0;3;9;13:42:46:819;13:42:46:425;1393;628;42.35858827;1
2;1;0;3;10;13:42:47:207;13:42:46:819;1388;791;33.00378766;1
2;1;0;3;11;13:42:47:720;13:42:47:207;1143;896;37.96379855;1
2;1;0;3;12;13:42:48:174;13:42:47:720;970;901;40.3267901;1
2;1;0;3;13;13:42:48:618;13:42:48:174;768;908;71.02288364;1
2;1;0;3;14;13:42:49:86;13:42:48:618;630;894;34.61574786;1
2;1;0;3;15;13:42:49:507;13:42:49:86;473;899;22.20923231;1
2;1;0;3;16;13:42:49:903;13:42:49:507;317;898;10.92016483;1
2;1;0;3;17;13:42:50:318;13:42:49:903;114;770;12.09338662;1
2;1;0;3;18;13:42:50:616;13:42:50:318;122;583;9.962429423;1
2;1;0;3;19;13:42:50:959;13:42:50:616;116;430;16.37833935;1
2;1;0;3;20;13:42:51:247;13:42:50:959;112;263;21.00595154;1
2;1;0;3;21;13:43:0:561;13:42:51:247;767;489;20.24845673;1
2;1;1;3;1;13:43:5:453;13:43:4:588;341;117;21.47673159;1
2;1;1;3;2;13:43:6:793;13:43:5:453;1173;896;11.01135777;1
2;1;1;3;3;13:43:7:737;13:43:6:793;1172;120;10.9658561;1
2;1;1;3;4;13:43:8:562;13:43:7:737;379;882;59.2558014;1
2;1;1;3;5;13:43:9:91;13:43:8:562;744;517;18.02775638;1
2;1;2;3;1;13:43:13:761;13:43:12:934;106;270;28.7445647;1
2;1;2;3;2;13:43:14:784;13:43:13:761;1382;776;18.82153022;1
2;1;2;3;3;13:43:15:587;13:43:14:784;124;758;11.5;1
2;1;2;3;4;13:43:16:399;13:43:15:587;1403;229;20.22992832;1
2;1;2;3;5;13:43:16:981;13:43:16:399;754;526;26.30589288;1
2;1;3;3;1;13:43:19:318;13:43:18:618;512;124;23.07054399;1
2;1;3;3;2;13:43:20:102;13:43:19:318;687;119;23.90083681;1
2;1;3;3;3;13:43:20:409;13:43:20:102;860;127;28.04014979;0
2;1;3;3;4;13:43:20:730;13:43:20:409;1042;118;34.4419802;1
2;1;3;3;5;13:43:21:370;13:43:20:730;754;500;4;1
2;1;4;3;1;13:43:24:476;13:43:23:33;539;901;48.900409;1
2;1;4;3;2;13:43:24:894;13:43:24:476;699;887;35.00357125;1
2;1;4;3;3;13:43:25:258;13:43:24:894;866;889;30.03747659;1
2;1;4;3;4;13:43:25:591;13:43:25:258;1044;895;36.77295202;1
2;1;4;3;5;13:43:26:162;13:43:25:591;752;503;3.605551275;1
2;1;5;3;1;13:43:28:744;13:43:27:896;102;261;21.70829335;1
2;1;5;3;2;13:43:29:144;13:43:28:744;114;441;27.04163457;1
2;1;5;3;3;13:43:29:465;13:43:29:144;113;597;11.01135777;1
2;1;5;3;4;13:43:29:773;13:43:29:465;109;745;13.46291202;1
2;1;5;3;5;13:43:30:353;13:43:29:773;764;519;23.60084744;1
2;1;6;3;1;13:43:33:459;13:43:31:967;1384;291;49.12484097;1
2;1;6;3;2;13:43:33:920;13:43:33:459;1388;457;43.00290688;1
2;1;6;3;3;13:43:34:298;13:43:33:920;1398;604;20.83866598;1
2;1;6;3;4;13:43:34:756;13:43:34:298;1384;776;18.33712082;1
2;1;6;3;5;13:43:35:340;13:43:34:756;738;502;12.16552506;1
2;1;7;3;1;13:43:37:850;13:43:36:984;387;112;67.00186565;1
2;1;7;3;2;13:43:38:731;13:43:37:850;350;890;30.10398645;1
2;1;7;3;3;13:43:39:557;13:43:38:731;518;125;28.84874347;1
2;1;7;3;4;13:43:40:218;13:43:39:557;514;893;22.67708094;1
2;1;7;3;5;13:43:40:766;13:43:40:218;785;498;35.05709629;1
2;1;8;3;1;13:43:44:226;13:43:43:249;1158;881;22.94013949;1
2;1;8;3;2;13:43:45:119;13:43:44:226;1162;123;20.83866598;1
2;1;8;3;3;13:43:45:735;13:43:45:119;1006;887;2.061552813;1
2;1;8;3;4;13:43:46:277;13:43:45:735;990;126;22.5;0
2;1;8;3;5;13:43:47:299;13:43:46:277;766;498;16.1245155;1
2;1;9;3;1;13:43:49:819;13:43:48:912;108;272;30.33562262;1
2;1;9;3;2;13:43:50:783;13:43:49:819;1391;287;45.13590588;1
2;1;9;3;3;13:43:51:431;13:43:50:783;122;474;60.74742793;1
2;1;9;3;4;13:43:51:998;13:43:51:431;1403;414;15.5;1
2;1;9;3;5;13:43:52:618;13:43:51:998;739;522;24.59674775;1
2;1;10;3;1;13:43:55:385;13:43:54:277;1389;753;5.220153254;1
2;1;10;3;2;13:43:55:949;13:43:55:385;135;790;39.11840999;0
2;1;10;3;3;13:43:56:631;13:43:55:949;1396;606;21.73131381;1
2;1;10;3;4;13:43:57:273;13:43:56:631;103;626;41.11265012;1
