Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;0;0;3;1;30-04-2018 14:0:51:149;30-04-2018 14:0:50:266;333;113;13.00961183;1
3;0;0;3;2;30-04-2018 14:0:51:606;30-04-2018 14:0:51:149;502;112;10.0124922;1
3;0;0;3;3;30-04-2018 14:0:52:85;30-04-2018 14:0:51:606;682;116;18.33712082;1
3;0;0;3;4;30-04-2018 14:0:52:635;30-04-2018 14:0:52:85;859;115;23.1354706;1
3;0;0;3;5;30-04-2018 14:0:53:92;30-04-2018 14:0:52:635;1033;116;25.24381112;1
3;0;0;3;6;30-04-2018 14:0:53:559;30-04-2018 14:0:53:92;1174;112;6.020797289;1
3;0;0;3;7;30-04-2018 14:0:54:139;30-04-2018 14:0:53:559;1403;228;20.88659857;0
3;0;0;3;8;30-04-2018 14:0:54:631;30-04-2018 14:0:54:139;1394;403;12.77693234;1
3;0;0;3;9;30-04-2018 14:0:55:106;30-04-2018 14:0:54:631;1372;573;20.22992832;0
3;0;0;3;10;30-04-2018 14:0:55:572;30-04-2018 14:0:55:106;1388;745;13.00961183;1
3;0;0;3;11;30-04-2018 14:0:56:204;30-04-2018 14:0:55:572;1171;885;9.340770846;1
3;0;0;3;12;30-04-2018 14:0:56:635;30-04-2018 14:0:56:204;1002;889;6.184658438;1
3;0;0;3;13;30-04-2018 14:0:57:112;30-04-2018 14:0:56:635;824;894;13.64734406;1
3;0;0;3;14;30-04-2018 14:0:57:556;30-04-2018 14:0:57:112;627;890;37.08436328;1
3;0;0;3;15;30-04-2018 14:0:58:54;30-04-2018 14:0:57:556;465;890;27.11549373;1
3;0;0;3;16;30-04-2018 14:0:58:507;30-04-2018 14:0:58:54;307;894;14.53444185;1
3;0;0;3;17;30-04-2018 14:0:59:104;30-04-2018 14:0:58:507;95;746;21.21909517;0
3;0;0;3;18;30-04-2018 14:0:59:533;30-04-2018 14:0:59:104;130;601;23.04886114;0
3;0;0;3;19;30-04-2018 14:1:0:39;30-04-2018 14:0:59:533;121;425;13.90143877;1
3;0;0;3;20;30-04-2018 14:1:0:463;30-04-2018 14:1:0:39;124;259;20.52437575;1
3;0;0;3;21;30-04-2018 14:1:1:141;30-04-2018 14:1:0:463;771;515;25.8069758;1
3;0;1;3;1;30-04-2018 14:1:3:462;30-04-2018 14:1:2:626;340;115;20.15564437;1
3;0;1;3;2;30-04-2018 14:1:4:675;30-04-2018 14:1:3:462;1209;889;29.03876719;1
