Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
3;1;0;2;1;30-04-2018 14:6:55:687;30-04-2018 14:6:54:824;350;115;31.10064308;1
3;1;0;2;2;30-04-2018 14:6:56:57;30-04-2018 14:6:55:687;483;102;13.20037878;1
3;1;0;2;3;30-04-2018 14:6:56:428;30-04-2018 14:6:56:57;652;106;12.77693234;1
3;1;0;2;4;30-04-2018 14:6:56:795;30-04-2018 14:6:56:428;840;97;16.28649747;1
3;1;0;2;5;30-04-2018 14:6:57:106;30-04-2018 14:6:56:795;995;103;15.30522787;1
3;1;0;2;6;30-04-2018 14:6:57:570;30-04-2018 14:6:57:106;1177;97;15.62849961;1
3;1;0;2;7;30-04-2018 14:6:58:168;30-04-2018 14:6:57:570;1389;257;15.20690633;1
3;1;0;2;8;30-04-2018 14:6:58:609;30-04-2018 14:6:58:168;1409;414;22.5;1
3;1;0;2;9;30-04-2018 14:6:58:971;30-04-2018 14:6:58:609;1408;589;21.70829335;1
3;1;0;2;10;30-04-2018 14:6:59:337;30-04-2018 14:6:58:971;1410;743;27.87920372;1
3;1;0;2;11;30-04-2018 14:6:59:766;30-04-2018 14:6:59:337;1166;911;26.856098;1
3;1;0;2;12;30-04-2018 14:7:0:85;30-04-2018 14:6:59:766;976;902;34.22352992;1
3;1;0;2;13;30-04-2018 14:7:0:431;30-04-2018 14:7:0:85;803;906;36.96281916;1
3;1;0;2;14;30-04-2018 14:7:0:769;30-04-2018 14:7:0:431;653;902;17.61391495;1
3;1;0;2;15;30-04-2018 14:7:1:131;30-04-2018 14:7:0:769;451;894;40.52468384;1
3;1;0;2;16;30-04-2018 14:7:1:514;30-04-2018 14:7:1:131;302;904;23.69071548;1
3;1;0;2;17;30-04-2018 14:7:2:18;30-04-2018 14:7:1:514;84;750;28.64000698;1
3;1;0;2;18;30-04-2018 14:7:2:381;30-04-2018 14:7:2:18;97;576;17.61391495;1
3;1;0;2;19;30-04-2018 14:7:2:706;30-04-2018 14:7:2:381;89;422;23.87990787;1
3;1;0;2;20;30-04-2018 14:7:3:34;30-04-2018 14:7:2:706;91;240;20.59732992;1
3;1;0;2;21;30-04-2018 14:7:4:90;30-04-2018 14:7:3:34;760;499;11.04536102;1
3;1;1;2;1;30-04-2018 14:7:6:648;30-04-2018 14:7:5:731;319;84;28.5;1
3;1;1;2;2;30-04-2018 14:7:7:673;30-04-2018 14:7:6:648;1187;909;22.94013949;1
3;1;1;2;3;30-04-2018 14:7:8:376;30-04-2018 14:7:7:673;1172;102;12.61942946;1
3;1;1;2;4;30-04-2018 14:7:9:67;30-04-2018 14:7:8:376;306;920;35.00357125;1
3;1;1;2;5;30-04-2018 14:7:9:625;30-04-2018 14:7:9:67;740;514;16.64331698;1
3;1;2;2;1;30-04-2018 14:7:12:103;30-04-2018 14:7:11:279;77;256;37.23237838;1
3;1;2;2;2;30-04-2018 14:7:12:998;30-04-2018 14:7:12:103;1412;769;27.77138815;1
3;1;2;2;3;30-04-2018 14:7:13:769;30-04-2018 14:7:12:998;84;779;34.60130055;1
3;1;2;2;4;30-04-2018 14:7:14:503;30-04-2018 14:7:13:769;1387;229;13.00961183;1
3;1;2;2;5;30-04-2018 14:7:15:172;30-04-2018 14:7:14:503;750;505;5.099019514;1
3;1;3;2;1;30-04-2018 14:7:17:476;30-04-2018 14:7:16:681;483;77;36.39024595;1
3;1;3;2;2;30-04-2018 14:7:17:944;30-04-2018 14:7:17:476;662;102;10.54751155;1
3;1;3;2;3;30-04-2018 14:7:18:403;30-04-2018 14:7:17:944;857;82;37.60651539;1
3;1;3;2;4;30-04-2018 14:7:18:855;30-04-2018 14:7:18:403;1002;95;18.20027472;1
3;1;3;2;5;30-04-2018 14:7:19:405;30-04-2018 14:7:18:855;743;480;20.88061302;1
3;1;4;2;1;30-04-2018 14:7:21:956;30-04-2018 14:7:21:365;498;927;40.11545837;1
3;1;4;2;2;30-04-2018 14:7:22:628;30-04-2018 14:7:21:956;857;902;193.5439227;0
3;1;4;2;3;30-04-2018 14:7:23:338;30-04-2018 14:7:22:628;1006;906;171.0036549;0
3;1;4;2;4;30-04-2018 14:7:24:278;30-04-2018 14:7:23:338;1000;913;26.72545603;1
3;1;4;2;5;30-04-2018 14:7:25:10;30-04-2018 14:7:24:278;741;492;12.04159458;1
3;1;5;2;1;30-04-2018 14:7:27:508;30-04-2018 14:7:26:602;76;229;38.74596753;1
3;1;5;2;2;30-04-2018 14:7:27:941;30-04-2018 14:7:27:508;87;415;25.51960031;1
3;1;5;2;3;30-04-2018 14:7:28:387;30-04-2018 14:7:27:941;95;557;33.87107911;1
3;1;5;2;4;30-04-2018 14:7:28:746;30-04-2018 14:7:28:387;103;723;36.26637561;1
3;1;5;2;5;30-04-2018 14:7:29:248;30-04-2018 14:7:28:746;759;498;9.219544457;1
3;1;6;2;1;30-04-2018 14:7:31:857;30-04-2018 14:7:30:960;1392;219;23.43608329;1
3;1;6;2;2;30-04-2018 14:7:32:284;30-04-2018 14:7:31:857;1390;393;21.14828598;1
3;1;6;2;3;30-04-2018 14:7:32:698;30-04-2018 14:7:32:284;1404;556;34.23813663;1
3;1;6;2;4;30-04-2018 14:7:33:107;30-04-2018 14:7:32:698;1397;747;14.53444185;1
3;1;6;2;5;30-04-2018 14:7:33:782;30-04-2018 14:7:33:107;770;489;22.82542442;1
3;1;7;2;1;30-04-2018 14:7:36:663;30-04-2018 14:7:35:518;340;87;32.40756085;1
3;1;7;2;2;30-04-2018 14:7:37:61;30-04-2018 14:7:36:663;507;103;806.479541;0
3;1;7;2;3;30-04-2018 14:7:38:8;30-04-2018 14:7:37:61;498;90;23.28626204;1
3;1;7;2;4;30-04-2018 14:7:38:861;30-04-2018 14:7:38:8;513;912;32.2684056;1
3;1;7;2;5;30-04-2018 14:7:39:459;30-04-2018 14:7:38:861;739;495;12.08304597;1
3;1;8;2;1;30-04-2018 14:7:42:335;30-04-2018 14:7:40:972;1181;898;10.54751155;1
3;1;8;2;2;30-04-2018 14:7:43:130;30-04-2018 14:7:42:335;1187;87;26.44333564;1
3;1;8;2;3;30-04-2018 14:7:43:890;30-04-2018 14:7:43:130;988;899;23.07054399;1
3;1;8;2;4;30-04-2018 14:7:44:609;30-04-2018 14:7:43:890;1017;99;16.22498074;1
3;1;8;2;5;30-04-2018 14:7:45:179;30-04-2018 14:7:44:609;731;490;21.47091055;1
3;1;9;2;1;30-04-2018 14:7:47:616;30-04-2018 14:7:46:763;100;229;18.0346888;1
3;1;9;2;2;30-04-2018 14:7:48:522;30-04-2018 14:7:47:616;1406;234;20.15564437;1
3;1;9;2;3;30-04-2018 14:7:49:335;30-04-2018 14:7:48:522;78;428;37.23237838;1
3;1;9;2;4;30-04-2018 14:7:50:137;30-04-2018 14:7:49:335;1398;394;22.588714;1
3;1;9;2;5;30-04-2018 14:7:50:859;30-04-2018 14:7:50:137;774;503;24.18677324;1
3;1;10;2;1;30-04-2018 14:7:53:344;30-04-2018 14:7:52:301;1392;749;10.0623059;1
3;1;10;2;2;30-04-2018 14:7:54:187;30-04-2018 14:7:53:344;91;760;21.59282288;1
