Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
1;0;0;5;1;30-04-2018 13:31:20:307;30-04-2018 13:31:19:371;359;102;40.38873605;1
1;0;0;5;2;30-04-2018 13:31:20:948;30-04-2018 13:31:20:307;520;129;32.5;0
1;0;0;5;3;30-04-2018 13:31:21:457;30-04-2018 13:31:20:948;707;124;44.51123454;1
1;0;0;5;4;30-04-2018 13:31:21:747;30-04-2018 13:31:21:457;865;123;30.84234103;1
1;0;0;5;5;30-04-2018 13:31:22:18;30-04-2018 13:31:21:747;1027;126;23.30772404;0
1;0;0;5;6;30-04-2018 13:31:22:329;30-04-2018 13:31:22:18;1191;137;26.856098;0
1;0;0;5;7;30-04-2018 13:31:22:636;30-04-2018 13:31:22:329;1108;374;309.1023293;0
1;0;0;5;8;30-04-2018 13:31:22:776;30-04-2018 13:31:22:636;1124;380;265.6844933;0
1;0;0;5;9;30-04-2018 13:31:22:928;30-04-2018 13:31:22:776;1127;399;320.6700017;0
1;0;0;5;10;30-04-2018 13:31:23:75;30-04-2018 13:31:22:928;1106;390;463.3208931;0
1;0;0;5;11;30-04-2018 13:31:23:228;30-04-2018 13:31:23:75;1104;386;507.2260344;0
1;0;0;5;12;30-04-2018 13:31:23:366;30-04-2018 13:31:23:228;1095;379;515.8887962;0
1;0;0;5;13;30-04-2018 13:31:23:531;30-04-2018 13:31:23:366;1084;364;579.2721726;0
1;0;0;5;14;30-04-2018 13:31:23:656;30-04-2018 13:31:23:531;1059;359;659.8009169;0
1;0;0;5;15;30-04-2018 13:31:23:811;30-04-2018 13:31:23:656;1040;351;766.9004173;0
1;0;0;5;16;30-04-2018 13:31:23:959;30-04-2018 13:31:23:811;1027;346;890.5454789;0
1;0;0;5;17;30-04-2018 13:31:24:108;30-04-2018 13:31:23:959;1028;337;1007.661277;0
1;0;0;5;18;30-04-2018 13:31:24:268;30-04-2018 13:31:24:108;1025;334;946.657409;0
1;0;0;5;19;30-04-2018 13:31:24:709;30-04-2018 13:31:24:268;1035;324;926.8798466;0
1;0;0;5;20;30-04-2018 13:31:25:56;30-04-2018 13:31:24:709;1040;326;931.2960056;0
1;0;0;5;21;30-04-2018 13:31:25:618;30-04-2018 13:31:25:56;743;524;25;1
1;0;1;5;1;30-04-2018 13:31:27:993;30-04-2018 13:31:27:190;355;113;35.00357125;1
1;0;1;5;2;30-04-2018 13:31:28:819;30-04-2018 13:31:27:993;1194;866;25.65638322;0
1;0;1;5;3;30-04-2018 13:31:29:520;30-04-2018 13:31:28:819;1189;104;12.3794184;1
1;0;1;5;4;30-04-2018 13:31:30:191;30-04-2018 13:31:29:520;317;891;4.609772229;1
1;0;1;5;5;30-04-2018 13:31:30:670;30-04-2018 13:31:30:191;767;503;17.2626765;1
1;0;2;5;1;30-04-2018 13:31:33:103;30-04-2018 13:31:32:280;121;271;30.22002647;1
1;0;2;5;2;30-04-2018 13:31:34:163;30-04-2018 13:31:33:103;1394;762;7.632168761;1
1;0;2;5;3;30-04-2018 13:31:35:134;30-04-2018 13:31:34:163;109;752;6.946221995;1
1;0;2;5;4;30-04-2018 13:31:35:846;30-04-2018 13:31:35:134;1401;247;14.39618005;0
1;0;2;5;5;30-04-2018 13:31:36:443;30-04-2018 13:31:35:846;750;498;2;1
