Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
2;1;0;2;1;13:41:21:277;13:41:20:515;344;109;24.25386567;1
2;1;0;2;2;13:41:21:850;13:41:21:277;533;121;41.87182824;1
2;1;0;2;3;13:41:22:358;13:41:21:850;697;109;33.18508701;1
2;1;0;2;4;13:41:22:801;13:41:22:358;854;112;18.00694311;1
2;1;0;2;5;13:41:23:468;13:41:22:801;1035;114;27.04163457;1
2;1;0;2;6;13:41:24:206;13:41:23:468;1205;115;25.12468905;1
2;1;0;2;7;13:41:24:864;13:41:24:206;1410;266;32.8975683;1
2;1;0;2;8;13:41:25:367;13:41:24:864;1402;452;40.67247226;1
2;1;0;2;9;13:41:25:818;13:41:25:367;1399;627;42.58227331;1
2;1;0;2;10;13:41:26:234;13:41:25:818;1386;776;18.06239187;1
2;1;0;2;11;13:41:26:707;13:41:26:234;1147;893;33.45519392;1
2;1;0;2;12;13:41:27:158;13:41:26:707;973;895;35.79455266;1
2;1;0;2;13;13:41:27:567;13:41:27:158;812;887;24.00520777;1
2;1;0;2;14;13:41:27:988;13:41:27:567;630;894;34.61574786;1
2;1;0;2;15;13:41:28:378;13:41:27:988;479;888;13.00961183;1
2;1;0;2;16;13:41:28:821;13:41:28:378;294;892;26.3865496;1
2;1;0;2;17;13:41:29:278;13:41:28:821;100;786;30.66349621;1
2;1;0;2;18;13:41:29:638;13:41:29:278;102;567;21.70829335;1
2;1;0;2;19;13:41:29:938;13:41:29:638;117;443;29.34706118;1
2;1;0;2;20;13:41:30:265;13:41:29:938;118;280;38.39596333;1
2;1;0;2;21;13:41:31:92;13:41:30:265;770;512;23.32380758;1
2;1;1;2;1;13:41:33:671;13:41:32:823;344;114;24.04682931;1
2;1;1;2;2;13:41:34:907;13:41:33:671;1175;902;15.33786165;1
2;1;1;2;3;13:41:35:818;13:41:34:907;1159;115;21.14828598;1
2;1;1;2;4;13:41:36:619;13:41:35:818;350;885;30.10398645;1
2;1;1;2;5;13:41:37:197;13:41:36:619;747;502;3.605551275;1
2;1;2;2;1;13:41:39:565;13:41:38:682;122;283;42.08622102;1
2;1;2;2;2;13:41:40:612;13:41:39:565;1397;746;15.30522787;1
2;1;2;2;3;13:41:41:472;13:41:40:612;109;793;35.17456467;1
2;1;2;2;4;13:41:42:309;13:41:41:472;1389;253;11.10180166;1
2;1;2;2;5;13:41:42:910;13:41:42:309;759;504;9.848857802;1
2;1;3;2;1;13:41:45:255;13:41:44:368;514;106;22.94013949;1
2;1;3;2;2;13:41:46:5;13:41:45:255;667;114;3.354101966;1
2;1;3;2;3;13:41:46:505;13:41:46:5;865;117;29.34706118;1
2;1;3;2;4;13:41:46:964;13:41:46:505;1019;132;22.38861318;0
2;1;3;2;5;13:41:47:728;13:41:46:964;758;494;10;1
2;1;4;2;1;13:41:50:487;13:41:49:561;497;889;5.220153254;1
2;1;4;2;2;13:41:50:917;13:41:50:487;697;892;33.30540497;1
2;1;4;2;3;13:41:51:234;13:41:50:917;856;892;20.5;1
2;1;4;2;4;13:41:51:544;13:41:51:234;1028;897;22.14158983;1
2;1;4;2;5;13:41:52:188;13:41:51:544;743;509;11.40175425;1
2;1;5;2;1;13:41:54:816;13:41:53:862;123;267;27.11549373;1
2;1;5;2;2;13:41:55:234;13:41:54:816;106;456;42.5;1
2;1;5;2;3;13:41:55:593;13:41:55:234;111;620;34.03307215;1
2;1;5;2;4;13:41:55:934;13:41:55:593;122;761;9.962429423;1
2;1;5;2;5;13:41:56:603;13:41:55:934;760;517;19.72308292;1
2;1;6;2;1;13:41:58:952;13:41:58:68;1398;285;44.26341605;1
2;1;6;2;2;13:41:59:343;13:41:58:952;1393;453;39.38591119;1
2;1;6;2;3;13:41:59:700;13:41:59:343;1396;599;15.53222457;1
2;1;6;2;4;13:42:0:40;13:41:59:700;1395;755;8.077747211;1
2;1;6;2;5;13:42:0:639;13:42:0:40;751;510;10.04987562;1
2;1;7;2;1;13:42:3:269;13:42:2:387;362;126;44.11632351;0
2;1;7;2;2;13:42:4:184;13:42:3:269;360;891;40.15283303;1
2;1;7;2;3;13:42:5:37;13:42:4:184;513;113;21.00595154;1
2;1;7;2;4;13:42:5:766;13:42:5:37;532;878;41.11265012;1
2;1;7;2;5;13:42:6:424;13:42:5:766;780;506;30.59411708;1
2;1;8;2;1;13:42:9:105;13:42:7:846;1170;897;13.79311422;1
2;1;8;2;2;13:42:9:898;13:42:9:105;1176;125;13.12440475;1
2;1;8;2;3;13:42:10:615;13:42:9:898;989;889;19.05911855;1
2;1;8;2;4;13:42:11:325;13:42:10:615;998;113;10.0124922;1
2;1;8;2;5;13:42:11:914;13:42:11:325;768;511;21.09502311;1
2;1;9;2;1;13:42:14:293;13:42:13:401;120;291;49.57065664;1
2;1;9;2;2;13:42:15:445;13:42:14:293;1386;275;33.03407332;1
2;1;9;2;3;13:42:16:138;13:42:15:445;107;474;60.251556;1
2;1;9;2;4;13:42:16:896;13:42:16:138;1384;449;35.17456467;1
2;1;9;2;5;13:42:17:628;13:42:16:896;751;504;4.123105626;1
2;1;10;2;1;13:42:20:138;13:42:19:64;1385;774;16.19413474;1
2;1;10;2;2;13:42:20:979;13:42:20:138;108;796;38.26551973;1
2;1;10;2;3;13:42:21:863;13:42:20:979;1375;567;22.74313083;1
2;1;10;2;4;13:42:22:548;13:42:21:863;134;603;27.40894015;0
