Part;Cond;Block;Trial;Click;Tar_t;Click_t;PosX;PosY;Dist;Succ
2;0;0;1;1;13:47:21:985;13:47:21:454;353;126;35.65459297;0
2;0;0;1;2;13:47:22:361;13:47:21:985;524;128;35.5562934;0
2;0;0;1;3;13:47:22:701;13:47:22:361;677;123;16.71077497;1
2;0;0;1;4;13:47:23:62;13:47:22:701;852;116;16.37833935;1
2;0;0;1;5;13:47:23:394;13:47:23:62;1019;115;11.28051417;1
2;0;0;1;6;13:47:23:720;13:47:23:394;1198;124;21.36000936;1
2;0;0;1;7;13:47:24:235;13:47:23:720;1390;273;31.10064308;1
2;0;0;1;8;13:47:24:613;13:47:24:235;1400;440;28.84874347;1
2;0;0;1;9;13:47:24:995;13:47:24:613;1391;590;5.315072906;1
2;0;0;1;10;13:47:25:343;13:47:24:995;1409;775;27.40894015;0
2;0;0;1;11;13:47:25:795;13:47:25:343;1146;896;35.04639782;1
2;0;0;1;12;13:47:26:300;13:47:25:795;974;903;37.36642878;0
2;0;0;1;13;13:47:26:693;13:47:26:300;817;890;19.1637679;1
2;0;0;1;14;13:47:27:113;13:47:26:693;627;894;37.56660751;1
2;0;0;1;15;13:47:27:603;13:47:27:113;478;887;14.00892573;1
2;0;0;1;16;13:47:27:971;13:47:27:603;308;893;13.20037878;1
2;0;0;1;17;13:47:28:412;13:47:27:971;111;794;36.03123645;1
2;0;0;1;18;13:47:28:717;13:47:28:412;100;579;14.32654878;1
2;0;0;1;19;13:47:29:24;13:47:28:717;102;404;14.5;1
2;0;0;1;20;13:47:29:291;13:47:29:24;121;265;24.52039967;1
2;0;0;1;21;13:47:31:303;13:47:29:291;732;491;20.1246118;1
2;0;1;1;1;13:47:34:329;13:47:33:767;334;107;15.04160896;1
2;0;1;1;2;13:47:34:949;13:47:34:329;1169;868;22.38861318;0
2;0;1;1;3;13:47:36:263;13:47:34:949;1179;99;13.53698637;0
2;0;1;1;4;13:47:36:891;13:47:36:263;340;888;20.00624902;1
2;0;1;1;5;13:47:37:403;13:47:36:891;760;508;12.80624847;1
2;0;2;1;1;13:47:39:722;13:47:38:936;126;292;51.79044313;0
2;0;2;1;2;13:47:40:766;13:47:39:722;1388;789;31.004032;1
2;0;2;1;3;13:47:41:382;13:47:40:766;105;789;31.89435687;1
2;0;2;1;4;13:47:42:148;13:47:41:382;1396;228;16.37833935;1
2;0;2;1;5;13:47:42:771;13:47:42:148;782;497;32.14031736;1
2;0;3;1;1;13:47:45:238;13:47:44:504;546;115;54.05783939;1
2;0;3;1;2;13:47:45:617;13:47:45:238;710;129;48.86972478;0
2;0;3;1;3;13:47:45:958;13:47:45:617;865;124;31.19695498;1
2;0;3;1;4;13:47:46:307;13:47:45:958;1012;130;17.95132307;0
2;0;3;1;5;13:47:46:881;13:47:46:307;744;499;6.08276253;1
2;0;4;1;1;13:47:49:241;13:47:48:329;532;897;41.11265012;1
2;0;4;1;2;13:47:49:696;13:47:49:241;692;893;28.53506615;1
2;0;4;1;3;13:47:50:78;13:47:49:696;862;893;26.57536453;1
2;0;4;1;4;13:47:50:418;13:47:50:78;1025;881;18.20027472;1
2;0;4;1;5;13:47:51:75;13:47:50:418;741;525;26.57066051;1
2;0;5;1;1;13:47:53:523;13:47:52:489;121;312;70.51418297;1
2;0;5;1;2;13:47:53:956;13:47:53:523;119;484;70.30113797;1
2;0;5;1;3;13:47:54:333;13:47:53:956;119;633;47.44733923;1
2;0;5;1;4;13:47:54:714;13:47:54:333;110;782;24.12985702;1
2;0;5;1;5;13:47:55:384;13:47:54:714;777;515;30.88689042;1
2;0;6;1;1;13:47:57:487;13:47:56:792;1379;305;63.57082664;1
2;0;6;1;2;13:47:57:966;13:47:57:487;1387;477;63.0019841;1
2;0;6;1;3;13:47:58:377;13:47:57:966;1396;622;36.98986348;1
2;0;6;1;4;13:47:58:813;13:47:58:377;1368;792;39.19502519;0
2;0;6;1;5;13:47:59:553;13:47:58:813;778;516;32.24903099;1
2;0;7;1;1;13:48:1:727;13:48:0:921;361;123;42.32316151;1
2;0;7;1;2;13:48:2:521;13:48:1:727;357;876;38.74596753;1
2;0;7;1;3;13:48:3:141;13:48:2:521;500;115;8.381527307;1
2;0;7;1;4;13:48:3:879;13:48:3:141;549;879;57.63028718;1
2;0;7;1;5;13:48:4:384;13:48:3:879;767;503;17.2626765;1
2;0;8;1;1;13:48:6:769;13:48:5:791;1154;891;26.23451924;1
2;0;8;1;2;13:48:7:337;13:48:6:769;1174;131;19.44865034;0
2;0;8;1;3;13:48:8:31;13:48:7:337;1015;889;7.158910532;1
2;0;8;1;4;13:48:8:690;13:48:8:31;1014;117;7.5;1
2;0;8;1;5;13:48:9:298;13:48:8:690;771;516;26.40075756;1
2;0;9;1;1;13:48:11:508;13:48:10:679;121;284;42.85148772;1
2;0;9;1;2;13:48:12:313;13:48:11:508;1410;276;40.77070026;0
2;0;9;1;3;13:48:13:57;13:48:12:313;113;431;17.00735135;1
2;0;9;1;4;13:48:13:802;13:48:13:57;1391;434;20.3039405;1
2;0;9;1;5;13:48:14:357;13:48:13:802;767;490;19.72308292;1
2;0;10;1;1;13:48:16:535;13:48:15:757;1387;803;45.00277769;1
2;0;10;1;2;13:48:17:257;13:48:16:535;114;802;44.02556076;1
2;0;10;1;3;13:48:18:0;13:48:17:257;1378;618;33.38038346;1
2;0;10;1;4;13:48:18:723;13:48:18:0;107;616;30.5;1
